BX = 000 Event : 1
0x0a 1|000|01001100110100|001111100100001010|1111110010|00011000100101|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0010000|0110010000|010110101011|111111111101|1111111|1|0010000|0110001111|011010110100|111111101100|0000001|1|0010000|0110001101|100000110001|000000001010|0000111|1|0010000|0110000000|000000000001|111110111001|1011001 0x84cd0f90afc86250002490000000000000000000000000000000000000000000000906416afff7fc831ed69fd806418d83100a0f20c0000fdcd9
BX = 001 Event : 2
0x00 1|000|10111010010110|000001010010111110|1110110010|00000101001000|001001001001000000000000|1|0000001|0000100011|1100010|000000010000|111111111|1|0000001|0000001011|0011100|111111111110|000000010|1|0000001|0010000001|1100111|111111001100|111111110|1|0000001|0010000010|0011110|111110011111|000000010|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8ba5814beec81482490008108f10087fe040b39ffc02812073fe67fa04823df3e020000000000000000000000000000000000000000000000000
0x01 1|000|00010001000110|000011100001110001|1110101001|00010101001110|000000000000000001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|1|0000010|0000100001|100000011110|111111111001|1111101|1|0000010|0000000001|000000000001|111111110101|1010111|1|0000010|0000001010|000000000101|111111110111|0100001 0x811183871ea454e00004900000000000000000000000000000000000000000000000000000000004104303dff3f60801001ff5af0405002ffba1
0x02 1|000|01001101001100|000100111011110101|1111010110|11110100000110|001001000000001001000000|1|0000011|0000101110|0000000|000000110000|111111110|1|0000011|0000010011|1100010|000011000000|111111110|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0000011|0000011010|000000000100|000000110011|1011001|1|0000011|0000100111|000000001000|000001001011|1110000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x84d304ef5f5bd06240240830b800187fa0c13c4181fe00000000000000000000000830680100cecc184e010097c0000000000000000000000000
0x03 1|000|01010110100011|000101001101101111|0000001100|11111010011010|001001001001000000000000|1|0001000|0000110100|0001000|111111100000|000000010|1|0001000|0000010110|1100010|111110010001|000000000|1|0001000|0000010000|1100010|111101010101|111111111|1|0001000|0000001010|0011110|111011011011|000000001|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8568c536f033e9a249000880d047f000a2016c5f22008804317aaffe200a3ddb6010000000000000000000000000000000000000000000000000
0x04 1|000|11011011110101|000011100101101111|1110100000|00011001010101|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0001010|0010010011|010110101011|000000000011|0000000|1|0001010|0010100110|011010110100|000000001000|1111111|1|0001010|0010100000|100000010001|000000001110|1111111|1|0001010|0010000101|000000000010|000000001100|0100001 0x8dbd4396fe8065500024900000000000000000000000000000000000000000000008a24d6ac00c04514cd68011fe28a081100eff144280100621
0x05 1|000|01010111101111|000110010011110010|1110011010|00011011110110|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0001011|0010010010|010101010110|111111111111|0000100|1|0001011|0010100001|011000110101|000000000011|0000011|1|0001011|0000010110|011101000000|000000001101|0000101|1|0001011|0000000011|000000000000|000000011000|1111011 0x857bc64f2e686f600024900000000000000000000000000000000000000000000008b24955bffc245942c6a0060e2c1674000d0b160180000c7b
0x06 1|000|00010110010010|000110011001000111|1111100100|11101010111011|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0001101|0010101011|011010000010|000000000101|0000001|1|0001101|0011010001|011110101110|000000001000|0000101|1|0001101|0010100001|000000000001|000000000110|0000011|1|0001101|0010110000|000000000100|000000001101|1101101 0x816486647f93abb00024900000000000000000000000000000000000000000000008d2ada080140c69a2f5c0101634a1001006071a58002006ed
0x07 1|000|10100111001001|000101001001111101|0001001111|00000001101001|001001001001000000000000|1|0001110|0010100001|1011001|111111100000|111111111|1|0001110|0100000000|0011000|111111101010|111111111|1|0001110|0100000100|0011101|000000001101|000000001|1|0001110|0100000000|0011101|000000111110|000000010|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8a724527d13c0692490008e286cff07fe390031fd5ff8e410e80680639003a07c020000000000000000000000000000000000000000000000000
0x08 1|000|11111100100111|000110101001010100|1111011000|11101011100000|000000000000000001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|1|0010000|0011010000|011111010011|000000001101|1111110|1|0010000|0010101000|000000000010|000000001111|0100010|1|0010000|0010110001|000000000100|000000011011|1010000 0x8fc9c6a54f63ae00000490000000000000000000000000000000000000000000000000000000000481a0fa601bfa40a800200f45205880200dd0
0x09 1|000|01001001100011|001000100111110001|1101101001|11111110011011|001001001000000000000000|1|0010010|0010011111|1100101|000010010000|111111110|1|0010010|0010100101|1100010|000101010010|000000000|1|0010010|0010011000|1100100|000111111000|111111111|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8498c89f1da7f9b2480009227f28487fa48a5c42a4009226320fc7fc000000000000000000000000000000000000000000000000000000000000
0x0a 1|000|11100110100010|001000001010001001|1111101001|11101001101110|000000000000001000001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0010011|0101000000|011001000100|000000000110|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|1|0010011|0100010111|000000000000|000000010001|1100011|1|0010011|0100011000|000000000011|000000010110|1110110 0x8e6888289fa7a6e000209000000000000000000000000000000000000000000000093501910018000000000000024d17000011c7268c00180b76
0x0b 1|000|01000001011111|001010001101010010|0000010100|11110000011000|001000000000001001001000|1|0010101|0100011011|1101010|000001000000|111111110|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0010101|0010011010|000000000000|000000010101|1110100|1|0010101|0010110001|000000000011|000000011100|0001010|1|0010101|0010101101|000000000111|000000101010|0011001|0|0000000|0000000000|000000000000|000000000000|0000000 0x8417ca352053c182002489546f50207f8000000000000000000000000000000000095268000057a4a9620060382a54ad00702a32000000000000
0x0c 1|000|10110100001000|001000011001110000|1111010011|11110111010001|001001001000000000000000|1|0010110|0100100000|0010000|000000110000|000000001|1|0010110|0100011110|1101001|000000110011|000000000|1|0010110|0100010110|1101000|000001111000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8b4208670f4fdd1248000964808018006591ed2066009645b403c000000000000000000000000000000000000000000000000000000000000000
0x0d 1|000|01000010000111|001011110000111110|0000010000|00000111111100|001001001000000000000000|1|0010111|0100001011|0010101|111110100000|000000001|1|0010111|0100001101|1100111|111100101110|000000000|1|0010111|0100000010|1101001|111010101011|000000010|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8421cbc3e0401fc2480009742cafd00065d0dcfe5c009740b4f55808000000000000000000000000000000000000000000000000000000000000
0x0e 1|000|10101010001111|001001011110001001|1111100010|00011010100111|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0011000|0100011010|010101100110|000000000011|0000001|1|0011000|0100100011|011001010001|111111111110|0000001|1|0011000|0100010011|011101110000|111111111001|0000010|1|0011000|0110000001|000000000000|111111101010|1011100 0x8aa3c9789f886a700024900000000000000000000000000000000000000000000009846959800c0cc246ca3ffc066113770ff90530c08007f55c
0x0f 1|000|00111101111010|001100000101000111|0001001001|00000001100010|001001001001000000000000|1|0011001|0100000110|0000001|000000100000|111111111|1|0011001|0100001001|1100010|000000110011|000000001|1|0011001|0100000011|0011110|000000001100|000000010|1|0011001|0100111000|1100111|000000000100|111111110|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x83de8c1471240622490009941808107fe6509c4066019940cf00600a6538ce009fe0000000000000000000000000000000000000000000000000
BX = 010 Event : 3
0x00 1|000|11001111001111|000001000111100100|0000101000|11111010100100|000001001001000000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0000001|0000100011|1100100|111101110101|000000010|1|0000001|0001001100|0011101|111100110011|000000001|1|0000001|0000011011|1100111|111011101001|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8cf3c11e40a3ea40490000000000000020423c9eea0281130ef99806041bcfdd2000000000000000000000000000000000000000000000000000
0x01 1|000|10110111111011|000001001111101110|1111101011|00010010111010|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0000010|0000010101|011101111011|111111101111|1111110|1|0000010|0000000101|000000000000|111111101010|0011011|1|0000010|0010000101|000000000011|111111010110|1111110|1|0000010|0010001010|000000000110|111111000010|1100000 0x8b7ec13eefac4ba000249000000000000000000000000000000000000000000000082055deffbff4100a001fd46e0885003fd6fd04450037e160
0x02 1|000|00101101101101|000100000111001111|0000100101|11111010010000|001001001001000000000000|1|0000110|0000111100|0001011|111111101000|111111110|1|0000110|0000100010|1100011|111111010100|000000000|1|0000110|0001000001|1100100|111110111111|111111110|1|0000110|0000001010|1101000|111110101101|111111111|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x82db441cf097e90249000860f05ff47fa1822c7fa8008610727dfffa180ad1f5bff0000000000000000000000000000000000000000000000000
0x03 1|000|00101000001000|000101110001000001|1110010111|00001110110010|001000000000001001001000|1|0001010|0010101000|1111010|000000010000|000001000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0001010|0010000101|000000000010|000000001000|0011100|1|0001010|0000001100|000000000101|000000001100|0011010|1|0001010|0000000111|000000001000|000000001110|1011001|0|0000000|0000000000|000000000000|000000000000|0000000 0x828205c41e5c3b22002488a2a3d00802000000000000000000000000000000000008a214008020e4501800a0186a280700800eb2000000000000
0x04 1|000|00110000001110|000110001110100101|1110010011|11101101100111|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0001011|0011000111|011101000011|000000001100|1111101|1|0001011|0010100110|000000000000|000000011000|0100111|1|0001011|0010011011|000000000011|000000100111|0010110|1|0001011|0000011101|000000000110|000000111101|1100011 0x8303863a5e4fb6700024900000000000000000000000000000000000000000000008b31dd0c033ec594c0000309e2c9b0030272d160e80301ee3
0x05 1|000|11100000101001|000101011010001000|1110101111|11111110010100|001001001001000000000000|1|0001100|0010000111|0000011|111111010000|000000000|1|0001100|0011000010|1100111|111110011010|000000011|1|0001100|0010100101|0011001|111101100000|000000001|1|0001100|0010101000|0011001|111100110101|000000001|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8e0a45688ebff942490008c21c1fe800230c2cff34038c294cfb000630a833e6a010000000000000000000000000000000000000000000000000
0x06 1|000|11000001011010|000101010011000111|0000101110|11110110110100|001001001000000000000000|1|0001110|0011000100|0010111|000001001000|000000011|1|0001110|0011001010|0011101|000001000010|000000010|1|0001110|0100010001|1100111|000001110011|111111111|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8c16854c70bbdb42480008e310b82400e38ca3a084028e4473839ffc000000000000000000000000000000000000000000000000000000000000
0x07 1|000|00110101101110|000111011011101001|0000100111|11111100100010|001001000000000000000000|1|0001111|0010000101|0000010|000000011000|000000000|1|0001111|0011000001|1100010|000000010110|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x835b876e909ff222400008f214100c0023cc1c402c00000000000000000000000000000000000000000000000000000000000000000000000000
0x08 1|000|10110100101110|000110110110100010|0001000011|00001101110011|001000000000001001001000|1|0010011|0100111111|0011011|000000000000|000000010|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0010011|0100000010|000000000001|111111110000|1100111|1|0010011|0100000101|000000000101|111111100010|0011010|1|0010011|0100001001|000000001001|111111010000|0100011|0|0000000|0000000000|000000000000|000000000000|0000000 0x8b4b86da210c373200248934fcd800008000000000000000000000000000000000093408007fc33c9a0a00bfc46a4d09009fd046000000000000
0x09 1|000|10110111111001|000111001101011110|0000010110|11101011110101|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0010101|0101000101|011011100000|111111110011|0000001|1|0010101|0101000111|100001011010|111111101010|0000010|1|0010101|0100100001|000000000010|111111011100|1111100|1|0010101|0100101111|000000000101|111111001000|0000010 0x8b7e4735e05baf5000249000000000000000000000000000000000000000000000095515b83fcc0caa8f0b5fd40a5521002fdcf92a97802fe402
0x0a 1|000|01001001111011|001001011110110011|0001010111|11110111010111|001001001001000000000000|1|0010110|0011000110|0010100|000000100000|000000110|1|0010110|0010110001|1100100|000000101110|000000010|1|0010110|0010010100|0011101|000000111001|000000000|1|0010110|0010010011|0011101|000001000011|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x849ec97b315fdd724900096318a01001a58b1c805c0296250e81c80258933a086000000000000000000000000000000000000000000000000000
0x0b 1|000|00011011110101|001001000111101100|0000110011|11111010001110|001001001001000000000000|1|0011010|0101000100|1011000|000000101000|000000011|1|0011010|0100100100|0011000|000001011010|000000001|1|0011010|0010110100|1100111|000001010110|000000010|1|0011010|0010100001|0011101|000001101111|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x81bd491ec0cfe8e2490009a512c01400e6924300b4019a2d3382b00a68a13a0de000000000000000000000000000000000000000000000000000
0x0c 1|000|10101101011001|001000000111010001|0000101000|11111110111001|001001001001000000000000|1|0011011|0100010011|0000001|000000000000|111111110|1|0011011|0100110111|1100100|000000100000|000000000|1|0011011|0100100110|1100011|000001010000|000000011|1|0011011|0110010101|0011101|000100001110|000000001|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8ad6481d10a3fb92490009b44c08007fa6d37c8040009b49b182800e6d953a21c010000000000000000000000000000000000000000000000000
0x0d 1|000|10101101110110|001000110000011111|0000101001|11111011111110|001001001000000000000000|1|0011100|0100001000|0000001|000010011000|000000001|1|0011100|0100111101|0011100|000101010011|000000010|1|0011100|0110110010|0011001|001001000111|000000001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8add88c1f0a7efe2480009c420084c006713d382a6029c6c8c923804000000000000000000000000000000000000000000000000000000000000
0x0e 1|000|10111001011011|001001000001110111|1111010000|11101110010111|001000000000000001001000|1|0011101|0101001111|0000011|000001010000|111111010|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|1|0011101|0100100111|000000000000|000000010001|1100000|1|0011101|0110100000|000000000100|000000001100|0000010|0|0000000|0000000000|000000000000|000000000000|0000000 0x8b96c9077f43b972000489d53c18287e800000000000000000000000000000000000000000000004ea4e0000238275a000400c04000000000000
0x0f 1|000|00011000111100|001011000000000000|0000101111|00000101001000|001001001000000000000000|1|0011110|0100110000|0010100|000000001000|000000011|1|0011110|0100001011|1100110|111111101000|000000010|1|0011110|0100000100|0011001|111111011101|111111111|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x818f0b0000bc1482480009e4c0a00400e790bcdfd0029e410cfeeffc000000000000000000000000000000000000000000000000000000000000
0x10 1|000|11100101100101|001010011000111111|0000110001|11100110110100|000000000000001001001001|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0011111|0101000100|010110100010|000000000100|0000000|1|0011111|0101000011|011010100111|000000001110|0000010|1|0011111|0100111000|100000000100|000000011001|0000001|1|0011111|0100101010|000000000001|000000101001|1011110 0x8e594a63f0c79b400024900000000000000000000000000000000000000000000009f51168801004fa86d4e01c0a7d38804019033e95000814de
0x11 1|000|10111010001111|001001101100111111|1110011011|11110011111000|001001000000001001000000|1|0100000|0101010100|0101001|111110101000|000000010|1|0100000|0110011000|0011100|111101011010|111111110|0|0000000|0000000000|0000000|000000000000|000000000|0|0000000|0000000000|0000000|000000000000|000000000|1|0100000|0110100011|000000000100|111111101010|0100110|1|0100000|0110111011|000000000111|111111010101|1111011|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8ba3c9b3fe6fcf8240240a05514fd400a819839eb5fe00000000000000000000000a068c013fa935037600ffabec000000000000000000000000
0x12 1|000|11110100010001|001011011111101011|0000101001|00000100111010|001001001001000000000000|1|0100011|0100101011|0101001|111111101000|000000001|1|0100011|0100010101|0011100|111111000010|000000011|1|0100011|0110100001|1100100|111110111000|111111111|1|0100011|0110000100|0011010|000000101100|000000010|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x8f444b7eb0a413a249000a34ad4ff40068d1539f8403a368727dc7fe8d8434058020000000000000000000000000000000000000000000000000
0x13 1|000|00010001101111|001011111001010100|0000001011|00000101011110|001001001001000000000000|1|0100100|0100101111|0011000|000011110000|111111011|1|0100100|0100010001|0011110|000101001101|000000000|1|0100100|0100001101|1100011|000101110010|111111111|1|0100100|0100000111|1100100|000101011011|111111110|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000|0|0000000|0000000000|000000000000|000000000000|0000000 0x811bcbe5402c15e249000a44bcc0787ee91113c29a00a443718b97fe9107c82b7fe0000000000000000000000000000000000000000000000000
