BX = 000 Event : 1
0x00 0001110|0100100 0x0724
0x01 0001111|0100100 0x07A4
BX = 001 Event : 2
0x00 0001111|0000000 0x0780
0x01 0001111|0000111 0x0787
0x02 0010000|0000111 0x0807
0x03 0010001|0000111 0x0887
0x04 0010001|0001001 0x0889
0x05 0010010|0001110 0x090E
0x06 0010010|0001111 0x090F
0x07 0010111|0000000 0x0B80
0x08 0011000|0000111 0x0C07
0x09 1001010|0000000 0x2500
0x0a 1001010|0000111 0x2507
BX = 010 Event : 3
0x00 0000001|0101011 0x00AB
0x01 0000010|0101011 0x012B
0x02 0000111|0000001 0x0381
0x03 0001001|0000001 0x0481
0x04 0100001|0010000 0x1090
0x05 0100001|0010010 0x1092
0x06 0100010|0010000 0x1110
0x07 0100010|0010010 0x1112
0x08 0100011|0010000 0x1190
0x09 0100011|0010010 0x1192
0x0a 0101000|0010000 0x1410
0x0b 0101000|0010010 0x1412
0x0c 0101001|0010000 0x1490
0x0d 0101001|0010010 0x1492
0x0e 0101011|0010000 0x1590
0x0f 0101011|0010010 0x1592
0x10 0101100|0010000 0x1610
0x11 0101100|0010010 0x1612
0x12 0101110|0010000 0x1710
0x13 0101110|0010010 0x1712
0x14 0101111|0010000 0x1790
0x15 0101111|0010010 0x1792
BX = 011 Event : 4
0x00 0000010|1001010 0x014A
0x01 0000011|1001010 0x01CA
0x02 0000100|1001010 0x024A
BX = 100 Event : 5
0x00 0000101|0100101 0x02A5
0x01 0000110|0000010 0x0302
0x02 0001001|0100101 0x04A5
0x03 0001011|0100101 0x05A5
BX = 101 Event : 6
BX = 110 Event : 7
0x00 0100000|0011000 0x1018
0x01 0100000|0011100 0x101C
BX = 111 Event : 8
0x00 0000110|0011011 0x031B
0x01 0000110|0011111 0x031F
0x02 0000110|0100000 0x0320
0x03 0001100|0011111 0x061F
0x04 0001110|0011111 0x071F
0x05 0011000|0110011 0x0C33
0x06 0011001|0110011 0x0CB3
0x07 1011101|0001001 0x2E89
0x08 1011101|0001011 0x2E8B
0x09 1011101|0010011 0x2E93
0x0a 1011101|0010100 0x2E94
0x0b 1011101|0010111 0x2E97
0x0c 1011101|0011011 0x2E9B
0x0d 1011101|0011111 0x2E9F
0x0e 1011101|0100000 0x2EA0
BX = 000 Event : 9
0x00 0000001|0001110 0x008E
0x01 0000010|0001110 0x010E
BX = 001 Event : 10
0x00 0001001|0011000 0x0498
0x01 0001001|0011001 0x0499
0x02 0001111|0011010 0x079A
0x03 0010000|0001111 0x080F
0x04 0010000|0010000 0x0810
BX = 010 Event : 11
0x00 0001001|0000111 0x0487
0x01 0001010|0000001 0x0501
0x02 0001010|0000010 0x0502
BX = 011 Event : 12
0x00 0001000|0001001 0x0409
0x01 0001001|0001001 0x0489
0x02 0001010|0111001 0x0539
0x03 0001010|0111011 0x053B
0x04 0011000|0011101 0x0C1D
0x05 0011010|0111001 0x0D39
0x06 0011010|0111010 0x0D3A
0x07 0011101|0111010 0x0EBA
0x08 0011110|0111010 0x0F3A
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0001010|0001111 0x050F
0x01 0001010|0010001 0x0511
0x02 0001010|0010010 0x0512
0x03 0001100|0001111 0x060F
0x04 0001100|0010001 0x0611
0x05 0001100|0010010 0x0612
0x06 0010000|0000101 0x0805
