BX = 000 Event : 1
BX = 001 Event : 2
0x00 0100001|0000000|0010000011|111111001000|111110011 0x0840107F91F3
BX = 010 Event : 3
0x00 0100001|0001010|0010000000|111101010000|000111100 0x0845101EA03C
0x01 0100001|0001011|0010000000|111110111000|000111100 0x0845901F703C
0x02 0100001|0001100|0010111111|000000011000|000111000 0x084617E03038
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0100001|0010101|0010001010|000000101000|000001111 0x084A9140500F
0x01 0100001|0010110|0010111010|000101000000|110111000 0x084B174281B8
0x02 0100001|0010111|0010001011|000000101000|111100000 0x084B916051E0
0x03 0100001|0011001|0010001010|111110001000|111111110 0x084C915F11FE
0x04 0100001|0011010|0010000010|111111101000|111111000 0x084D105FD1F8
0x05 0100001|0011011|0010001010|111011111000|111111100 0x084D915DF1FC
0x06 0100001|0011100|0010111011|000001100000|111001010 0x084E1760C1CA
0x07 0100001|0011101|0010001000|000010111000|111001011 0x084E910171CB
BX = 101 Event : 6
0x00 0100001|0000001|0010000011|000001010000|111010000 0x08409060A1D0
0x01 0100001|0000010|0010011010|000000111000|000010001 0x084113407011
0x02 0100001|0000011|0010011010|000000101000|000010000 0x084193405010
0x03 0100010|0000000|0010111110|111110111000|111101001 0x088017DF71E9
BX = 110 Event : 7
0x00 0100001|0000000|0010000011|000001000000|111111101 0x0840106081FD
0x01 0100001|0000001|0011000101|000000100000|111101100 0x084098A041EC
0x02 0100001|0000010|0011000001|111110000000|001000000 0x0841183F0040
0x03 0100001|0000011|0010111111|111110011000|111110100 0x084197FF31F4
BX = 111 Event : 8
0x00 0100001|0000101|0010000001|000001010000|111100100 0x08429020A1E4
0x01 0100010|0000101|0010011000|000000100000|000000100 0x088293004004
BX = 000 Event : 9
0x00 0100010|0000001|0010001110|000001011000|001000000 0x088091C0B040
BX = 001 Event : 10
0x00 0100001|0000000|0010000110|000000110000|110100111 0x084010C061A7
0x01 0100001|0000111|0010011000|000000100000|000000010 0x084393004002
0x02 0100010|0000001|0010000010|000011001000|111001001 0x0880904191C9
BX = 010 Event : 11
0x00 0100001|0000101|0010101000|000001110000|000001111 0x08429500E00F
BX = 011 Event : 12
0x00 0100001|0000101|0010000000|111010101000|000111001 0x0842901D5039
0x01 0100001|0001010|0010111010|111110011000|000101011 0x0845175F302B
0x02 0100001|0001011|0010000101|000010100000|001000010 0x084590A14042
0x03 0100001|0001100|0010000010|111111011000|111101001 0x0846105FB1E9
0x04 0100001|0001101|0010000101|111111011000|000111101 0x084690BFB03D
0x05 0100010|0000010|0010111011|000000101000|001000010 0x088117605042
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0100001|0000010|0010000011|111100101000|000010100 0x0841107E5014
BX = 110 Event : 15
BX = 111 Event : 16
BX = 000 Event : 17
0x00 0100001|0000000|0010011011|111110111000|000100011 0x0840137F7023
BX = 001 Event : 18
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0100000|0000000|0010000100|111111001000|111001101 0x0800109F91CD
0x01 0100000|0000001|0010000111|000000001000|000000111 0x080090E01007
0x02 0100001|0000000|0010010111|000000001000|000100010 0x084012E01022
BX = 100 Event : 21
0x00 0100010|0000000|0010101110|000000100000|000011010 0x088015C0401A
BX = 101 Event : 22
0x00 0100010|0000100|0010010111|111100000000|110111001 0x088212FE01B9
BX = 110 Event : 23
BX = 111 Event : 24
0x00 0100001|0000101|0010000011|111111101000|000010110 0x0842907FD016
0x01 0100001|0001001|0010101011|111101101000|000111000 0x0844957ED038
0x02 0100001|0001110|0010111001|000010001000|000001111 0x08471721100F
BX = 000 Event : 25
0x00 0100001|0000000|0010100111|000010001000|111100011 0x084014E111E3
BX = 001 Event : 26
0x00 0100001|0000000|0010000001|000000011000|111100100 0x0840102031E4
0x01 0100010|0000011|0010000010|111111111000|111011001 0x0881905FF1D9
0x02 0100010|0000100|0010000010|111111011000|111100010 0x0882105FB1E2
BX = 010 Event : 27
0x00 0100010|0000001|0010010111|000000110000|000110100 0x088092E06034
0x01 0100010|0000011|0010111110|000010010000|111111110 0x088197C121FE
BX = 011 Event : 28
0x00 0100001|0000001|0010001010|111111110000|111110001 0x0840915FE1F1
0x01 0100010|0000000|0010000011|000001111000|111001111 0x08801060F1CF
0x02 0100010|0000001|0010000001|111111011000|111000111 0x0880903FB1C7
BX = 100 Event : 29
0x00 0100001|0000000|0010000011|000000101000|111011101 0x0840106051DD
0x01 0100001|0000011|0010000111|111111111000|111100111 0x084190FFF1E7
BX = 101 Event : 30
0x00 0100001|0000000|0010000010|111010101000|110110110 0x0840105D51B6
0x01 0100001|0000011|0010110100|111111011000|000101010 0x0841969FB02A
0x02 0100010|0000000|0010000101|111111011000|111111001 0x088010BFB1F9
0x03 0100010|0000010|0010010110|000011100000|001010011 0x088112C1C053
0x04 0100010|0000101|0010001001|111110010000|110111110 0x0882913F21BE
BX = 110 Event : 31
BX = 111 Event : 32
0x00 0100000|0000000|0010011010|000010000000|110111011 0x0800134101BB
0x01 0100001|0000000|0010010110|111111110000|111010010 0x084012DFE1D2
BX = 000 Event : 33
0x00 0100001|0000000|0010010110|000000001000|000001000 0x084012C01008
0x01 0100010|0000000|0010001000|000001001000|110110100 0x0880110091B4
BX = 001 Event : 34
0x00 0100001|0000000|0011000000|000010110000|000101010 0x08401801602A
BX = 010 Event : 35
0x00 0100001|0000000|0010111100|111110100000|111001100 0x0840179F41CC
0x01 0100001|0000001|0010000011|000001011000|110111101 0x08409060B1BD
0x02 0100001|0001001|0010000110|000101000000|110110001 0x084490C281B1
BX = 011 Event : 36
0x00 0100000|0000000|0010000100|000000111000|000101110 0x08001080702E
BX = 100 Event : 37
0x00 0100001|0000101|0010000011|111101101000|111001111 0x0842907ED1CF
0x01 0100001|0001010|0010001010|111110111000|000001100 0x0845115F700C
BX = 101 Event : 38
BX = 110 Event : 39
BX = 111 Event : 40
0x00 0100010|0000001|0010010000|000000110000|000010100 0x088092006014
0x01 0100010|0000011|0010101001|000010110000|110101100 0x0881952161AC
BX = 000 Event : 41
BX = 001 Event : 42
BX = 010 Event : 43
0x00 0100001|0000000|0010110111|000011110000|000001000 0x084016E1E008
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0100001|0000000|0010001111|000000001000|111101101 0x084011E011ED
0x01 0100001|0000010|0010110010|000010110000|111101101 0x0841164161ED
0x02 0100010|0000001|0010001100|000000010000|000110011 0x088091802033
BX = 101 Event : 46
0x00 0100001|0000001|0011000110|000001110000|000011101 0x084098C0E01D
0x01 0100001|0000011|0011000111|000000100000|000011111 0x084198E0401F
BX = 110 Event : 47
0x00 0100001|0000000|0010001001|111100001000|111011101 0x0840113E11DD
0x01 0100010|0000101|0010000111|000000010000|000001010 0x088290E0200A
BX = 111 Event : 48
BX = 000 Event : 49
0x00 0100001|0000000|0011010000|000001000000|000110010 0x08401A008032
0x01 0100001|0000001|0011010000|000000000000|000100110 0x08409A000026
0x02 0100001|0000011|0010111100|000000101000|000100010 0x084197805022
0x03 0100001|0000100|0010111011|000000011000|111010110 0x0842176031D6
BX = 001 Event : 50
0x00 0100001|0000101|0010010011|000101010000|110101011 0x08429262A1AB
BX = 010 Event : 51
BX = 011 Event : 52
0x00 0100010|0000001|0010111110|000000010000|000101100 0x088097C0202C
BX = 100 Event : 53
BX = 101 Event : 54
0x00 0100001|0000101|0010000101|000000001000|111101011 0x084290A011EB
BX = 110 Event : 55
0x00 0100001|0000010|0010100010|111111111000|111101011 0x0841145FF1EB
0x01 0100001|0000011|0010100010|000000001000|111111000 0x0841944011F8
BX = 111 Event : 56
0x00 0100001|0000010|0010010111|000000110000|001000001 0x084112E06041
BX = 000 Event : 57
0x00 0100001|0000101|0010000111|000000011000|000010001 0x084290E03011
BX = 001 Event : 58
0x00 0100001|0000101|0010001000|111111101000|111110101 0x0842911FD1F5
0x01 0100001|0000111|0010000101|111110001000|111100001 0x084390BF11E1
0x02 0100001|0001000|0010000101|000010111000|111100001 0x084410A171E1
0x03 0100010|0000011|0010000101|111100010000|111111100 0x088190BE21FC
BX = 010 Event : 59
0x00 0100001|0010000|0010000100|111010111000|000000010 0x0848109D7002
0x01 0100001|0010101|0010000111|111111100000|000100110 0x084A90FFC026
0x02 0100001|0010110|0010000110|111110101000|000001111 0x084B10DF500F
0x03 0100010|0000100|0010000111|000100110000|000001101 0x088210E2600D
0x04 0100010|0000110|0010000111|111111101000|000001011 0x088310FFD00B
BX = 011 Event : 60
0x00 0100010|0000001|0010000010|000010011000|110111100 0x0880904131BC
BX = 100 Event : 61
BX = 101 Event : 62
BX = 110 Event : 63
BX = 111 Event : 64
BX = 000 Event : 65
0x00 0100001|0000001|0010101111|111110110000|110110101 0x084095FF61B5
0x01 0100001|0000010|0010101111|111111101000|001010111 0x084115FFD057
0x02 0100001|0000011|0011000010|000010110000|000001000 0x084198416008
0x03 0100001|0000100|0011000010|000010110000|000111110 0x08421841603E
0x04 0100010|0000010|0010001100|000010010000|000110011 0x088111812033
0x05 0100010|0000100|0010001100|000010111000|000111011 0x08821181703B
0x06 0100010|0000101|0010011001|111110111000|111111000 0x0882933F71F8
BX = 001 Event : 66
BX = 010 Event : 67
0x00 0100001|0000001|0011010110|000000000000|111010010 0x08409AC001D2
0x01 0100001|0000111|0010001000|000000110000|111110111 0x0843910061F7
0x02 0100001|0001101|0010101000|111111110000|111100111 0x0846951FE1E7
0x03 0100001|0001110|0010101001|000000111000|000011010 0x08471520701A
BX = 011 Event : 68
BX = 100 Event : 69
0x00 0100010|0000011|0010011101|000000000000|000111010 0x088193A0003A
0x01 0100010|0000100|0010111010|111111001000|000000010 0x0882175F9002
BX = 101 Event : 70
BX = 110 Event : 71
BX = 111 Event : 72
0x00 0100001|0000000|0010000011|111111000000|111001010 0x0840107F81CA
0x01 0100001|0001000|0010000000|000001101000|111110011 0x08441000D1F3
BX = 000 Event : 73
BX = 001 Event : 74
0x00 0100001|0000001|0010001001|111111111000|111100111 0x0840913FF1E7
BX = 010 Event : 75
BX = 011 Event : 76
0x00 0100001|0000001|0010111000|000000101000|111110101 0x0840970051F5
0x01 0100010|0000010|0010000110|000000111000|000001000 0x088110C07008
BX = 100 Event : 77
0x00 0100001|0000000|0010000101|000000110000|111101001 0x084010A061E9
0x01 0100001|0000001|0010000101|000001110000|110110110 0x084090A0E1B6
BX = 101 Event : 78
BX = 110 Event : 79
BX = 111 Event : 80
BX = 000 Event : 81
0x00 0100001|0000101|0010001011|111111101000|111100011 0x0842917FD1E3
BX = 001 Event : 82
BX = 010 Event : 83
0x00 0100001|0000010|0010000100|000001100000|111111010 0x08411080C1FA
0x01 0100001|0000110|0010000000|000000110000|111101101 0x0843100061ED
0x02 0100001|0001001|0010101000|000010100000|111010011 0x0844950141D3
BX = 011 Event : 84
0x00 0100001|0000010|0010000100|111110001000|111100011 0x0841109F11E3
0x01 0100001|0000100|0010111011|000001101000|111010010 0x08421760D1D2
BX = 100 Event : 85
0x00 0100001|0000011|0011000001|000001011000|111010011 0x08419820B1D3
0x01 0100001|0001110|0010000011|111100111000|000000101 0x0847107E7005
BX = 101 Event : 86
0x00 0100001|0000011|0010000010|111100110000|111000000 0x0841905E61C0
0x01 0100010|0001011|0010001000|000001010000|001011010 0x08859100A05A
0x02 0100010|0001100|0010001000|000000000000|001001110 0x08861100004E
0x03 0100010|0001111|0010111010|000001001000|110101011 0x0887974091AB
BX = 110 Event : 87
0x00 0100001|0000000|0010110100|111111110000|111101110 0x0840169FE1EE
0x01 0100010|0000000|0010010011|000000001000|000010110 0x088012601016
BX = 111 Event : 88
0x00 0100001|0001011|0010000101|111100111000|111011110 0x084590BE71DE
BX = 000 Event : 89
0x00 0100001|0000101|0010010011|000001110000|111011010 0x08429260E1DA
0x01 0100010|0000011|0010000011|000000000000|000110010 0x088190600032
BX = 001 Event : 90
0x00 0100010|0000011|0010001100|000000011000|111000111 0x0881918031C7
BX = 010 Event : 91
0x00 0100001|0000010|0010001111|000000000000|000100110 0x084111E00026
BX = 011 Event : 92
0x00 0100001|0001100|0010000110|111100111000|111011110 0x084610DE71DE
BX = 100 Event : 93
0x00 0100001|0000000|0010001110|111111110000|000100110 0x084011DFE026
0x01 0100001|0000001|0010000111|000001100000|111101010 0x084090E0C1EA
0x02 0100001|0000010|0010001000|000000001000|111110011 0x0841110011F3
0x03 0100001|0000011|0011001011|000011011000|111101101 0x08419961B1ED
BX = 101 Event : 94
0x00 0100010|0000010|0010001010|000000011000|111000111 0x0881114031C7
BX = 110 Event : 95
0x00 0100001|0000011|0010111110|000000101000|111110101 0x084197C051F5
BX = 111 Event : 96
0x00 0100001|0000111|0010000000|000001110000|001001010 0x08439000E04A
0x01 0100001|0001011|0010000011|000000011000|111111010 0x0845906031FA
0x02 0100001|0001100|0010100001|000101100000|000101100 0x08461422C02C
BX = 000 Event : 97
0x00 0100010|0000001|0010010011|111111101000|111010001 0x0880927FD1D1
BX = 001 Event : 98
0x00 0100001|0000001|0010000010|111110001000|111100011 0x0840905F11E3
0x01 0100001|0000101|0011001110|111100111000|111011100 0x084299DE71DC
0x02 0100001|0000111|0010000011|111100010000|000111111 0x0843907E203F
0x03 0100001|0001000|0010000011|111110111000|000111111 0x0844107F703F
BX = 010 Event : 99
BX = 011 Event : 100
