BX = 000 Event : 1
0x06 0001111|0011000 0x0798
0x07 0010000|0011000 0x0818
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0000000|0000111 0x0007
0x01 0000001|0000111 0x0087
BX = 100 Event : 21
0x00 0000010|0000011 0x0103
0x01 0000010|0000100 0x0104
BX = 101 Event : 22
0x00 0000000|0000001 0x0001
0x01 0000000|0000010 0x0002
0x02 0000001|0011100 0x009C
0x03 0000010|0101010 0x012A
0x04 0000010|0101101 0x012D
0x05 0000010|0101110 0x012E
0x06 0001110|0000001 0x0701
0x07 0001110|0000010 0x0702
0x08 0001111|0000001 0x0781
0x09 0001111|0000010 0x0782
0x0a 0010000|0101101 0x082D
0x0b 0010000|0101110 0x082E
0x0c 0010111|0000001 0x0B81
0x0d 0010111|0000010 0x0B82
0x0e 0011000|0011100 0x0C1C
0x0f 0011010|0010001 0x0D11
0x10 0011011|0101101 0x0DAD
0x11 0011011|0101110 0x0DAE
BX = 110 Event : 23
BX = 111 Event : 24
0x00 0000001|0101110 0x00AE
0x01 0000001|0110001 0x00B1
0x02 0000010|0101110 0x012E
0x03 0000010|0110001 0x0131
0x04 0000101|0101110 0x02AE
0x05 0000101|0110001 0x02B1
0x06 0000110|0101110 0x032E
0x07 0000110|0110001 0x0331
0x08 0010010|0101110 0x092E
0x09 0010010|0110001 0x0931
BX = 000 Event : 25
0x00 0000000|0000000 0x0000
0x01 0000000|0000001 0x0001
0x02 0000000|0000100 0x0004
0x03 0000111|0000000 0x0380
0x04 0000111|0000001 0x0381
0x05 0000111|0000100 0x0384
0x06 0001011|0000000 0x0580
0x07 0001011|0000100 0x0584
0x08 0001100|0000000 0x0600
0x09 0001100|0000001 0x0601
0x0a 0001100|0000100 0x0604
BX = 001 Event : 26
0x00 0000011|0001000 0x0188
0x01 0001001|0101011 0x04AB
BX = 010 Event : 27
0x00 0000100|0100101 0x0225
BX = 011 Event : 28
BX = 100 Event : 29
0x00 0000000|0000011 0x0003
0x01 0000000|0000100 0x0004
0x02 0000001|0000011 0x0083
0x03 0000001|0000100 0x0084
0x04 0000010|0010110 0x0116
0x05 0000011|0010110 0x0196
0x06 0000100|0010110 0x0216
0x07 0000101|0110010 0x02B2
0x08 0000110|0110010 0x0332
0x09 0001001|0100011 0x04A3
0x0a 0010000|0010110 0x0816
0x0b 0010001|0110010 0x08B2
0x0c 0010011|0000011 0x0983
0x0d 0010011|0000100 0x0984
0x0e 0010101|0000011 0x0A83
0x0f 0010101|0000100 0x0A84
0x10 0010110|0000011 0x0B03
0x11 0010110|0000100 0x0B04
0x12 0010111|0000011 0x0B83
0x13 0010111|0000100 0x0B84
BX = 101 Event : 30
0x00 0000010|0001011 0x010B
BX = 110 Event : 31
0x00 0000101|0010111 0x0297
BX = 111 Event : 32
0x00 0000000|0010100 0x0014
0x01 0000000|0010010 0x0012
BX = 000 Event : 33
0x00 0000010|0110000 0x0130
0x01 0000010|0110011 0x0133
0x02 0000011|0110000 0x01B0
0x03 0000011|0110011 0x01B3
0x04 0001000|0110000 0x0430
0x05 0001000|0110011 0x0433
0x06 0001001|0110000 0x04B0
0x07 0001001|0110011 0x04B3
0x08 0001101|0110000 0x06B0
0x09 0001101|0110011 0x06B3
BX = 001 Event : 34
0x00 0000011|0111111 0x01BF
0x01 0001000|0111111 0x043F
0x02 0001001|0111111 0x04BF
0x03 0001010|0000011 0x0503
0x04 0001010|0001001 0x0509
0x05 0001010|0001000 0x0508
0x06 0001101|0110010 0x06B2
0x07 0001101|0110011 0x06B3
BX = 010 Event : 35
BX = 011 Event : 36
0x00 0001010|0001010 0x050A
BX = 100 Event : 37
0x00 0000000|0110110 0x0036
0x01 0000001|0110110 0x00B6
0x02 0001000|0000000 0x0400
0x03 0001000|0000011 0x0403
0x04 0010000|0000010 0x0802
0x05 0010001|0100001 0x08A1
0x06 0011010|0000000 0x0D00
0x07 0011010|0000011 0x0D03
0x08 0011011|0110000 0x0DB0
0x09 0100000|0100001 0x1021
BX = 101 Event : 38
0x00 0001010|0110111 0x0537
0x01 0001010|0111000 0x0538
BX = 110 Event : 39
BX = 111 Event : 40
0x00 0000000|0110111 0x0037
0x01 0000001|0110111 0x00B7
0x02 0000010|0110111 0x0137
0x03 0000011|0110111 0x01B7
0x04 0000100|0110111 0x0237
0x05 0001100|0110111 0x0637
BX = 000 Event : 41
BX = 001 Event : 42
0x00 0000010|0011011 0x011B
0x01 0000011|0011011 0x019B
BX = 010 Event : 43
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0000001|0110010 0x00B2
0x01 0000010|0110010 0x0132
BX = 101 Event : 46
0x00 0000001|0110001 0x00B1
0x01 0000001|0110010 0x00B2
BX = 110 Event : 47
0x00 0000000|0111101 0x003D
BX = 111 Event : 48
BX = 000 Event : 49
BX = 001 Event : 50
0x00 0000010|0000001 0x0101
0x01 0000011|0000001 0x0181
BX = 010 Event : 51
0x00 0000011|0100101 0x01A5
0x01 0000011|0101110 0x01AE
0x02 0000101|0100101 0x02A5
0x03 0000101|0101000 0x02A8
0x04 0000101|0101001 0x02A9
0x05 0000101|0101110 0x02AE
0x06 0001010|0100101 0x0525
0x07 0001010|0101110 0x052E
0x08 0001011|0100101 0x05A5
0x09 0001011|0101000 0x05A8
0x0a 0001011|0101001 0x05A9
0x0b 0001011|0101110 0x05AE
0x0c 0001100|0100101 0x0625
0x0d 0001100|0101000 0x0628
0x0e 0001100|0101001 0x0629
0x0f 0001100|0101110 0x062E
0x10 0001101|0100101 0x06A5
0x11 0001101|0101000 0x06A8
0x12 0001101|0101001 0x06A9
