BX 001 Event : 2
00|1100111|00000011|10000011110000100|0011 0x0CE0707843
00|1100111|00110011|10000001100010001|1001 0x0CE6703119
00|1100011|01111011|10000011111010110|1011 0x0C6F707D6B
00|1100010|01111011|10000000000101000|1000 0x0C4F700288
00|0011101|00000011|10011101000000101|1010 0x03A073A05A
00|0011111|00000011|10100110111110100|1001 0x03E074DF49
00|0011001|00101000|10100000110111000|1010 0x0325141B8A
00|0011001|00101000|10011111011010100|1010 0x032513ED4A
00|0011001|01010010|10100100001110000|0011 0x032A548703
00|0011001|01010010|10100100000101101|1001 0x032A5482D9
00|0011001|01010010|10010101010110110|1100 0x032A52AB6C
00|0011110|01110001|10001111111101011|0011 0x03CE31FEB3
00|0011110|01110001|10010000001001111|1011 0x03CE3204FB
00|0011101|01110001|10011100110111100|1100 0x03AE339BCC
00|1100111|00000011|10110101100010000|1010 0x0CE076B10A
00|1101000|00001000|10111101001111010|1101 0x0D0117A7AD
00|1100010|00001101|10110110100000011|1011 0x0C41B6D03B
00|1100111|00011000|10110001011110011|1011 0x0CE3162F3B
00|1101001|00011110|10100111110111011|1101 0x0D23D4FBBD
00|1100111|00011110|10110000011100000|0000 0x0CE3D60E00
00|1100111|00011110|10110000111100110|1010 0x0CE3D61E6A
00|1100011|00100011|10101111101111111|1011 0x0C6475F7FB
00|1101000|00101101|10101011111001101|1100 0x0D05B57CDC
00|1101000|00101101|10101110000111110|0011 0x0D05B5C3E3
00|1100111|00101101|10110011011010101|1000 0x0CE5B66D58
00|1101000|00110011|10101101111001001|1011 0x0D0675BC9B
00|1101000|00110011|10101110101000100|1001 0x0D0675D449
00|1100111|00110011|10110011010010000|0010 0x0CE6766902
00|1101000|01000010|10101100111001011|1000 0x0D08559CB8
00|1101000|01000010|10101100111110100|1001 0x0D08559F49
00|1101000|01101100|10101010010010010|0101 0x0D0D954925
00|1101001|00011000|11011110000001000|0000 0x0D231BC080
00|1101001|00011110|11011101100010000|0001 0x0D23DBB101
00|1100010|00100011|11101001100101010|1100 0x0C447D32AC
00|1100011|00100011|11100111110001010|0100 0x0C647CF8A4
00|1100011|00101000|11101111011010001|1010 0x0C651DED1A
00|1100011|00111101|11100110100001110|0101 0x0C67BCD0E5
00|1101000|01000010|11110010110011001|0010 0x0D085E5992
00|1100011|01001100|11100101010010001|0100 0x0C699CA914
00|1100011|01010010|11110000000010110|1100 0x0C6A5E016C
00|1100011|01100001|11110000001100010|1101 0x0C6C3E062D
00|1100011|01110101|11110001100100100|1101 0x0C6EBE324D
00|0011001|01100110|11111100010101110|1001 0x032CDF8AE9
BX 010 Event : 3
00|1100100|00111101|10001101011100111|0010 0x0C87B1AE72
00|0011110|00001000|10100010000001011|0001 0x03C11440B1
00|0011001|00001101|10100000100111010|1000 0x0321B413A8
00|0011001|00001101|10011111100110010|1001 0x0321B3F329
00|0011001|00001101|10011111010001011|1010 0x0321B3E8BA
00|0011001|00001101|10011111000001100|1001 0x0321B3E0C9
00|0011111|00011000|10100110110111000|0011 0x03E314DB83
00|1100111|00000011|10111001110101001|1000 0x0CE0773A98
00|1100111|00011110|10110011010010000|0101 0x0CE3D66905
00|1100011|00100011|10110010101111111|0001 0x0C647657F1
00|1100011|01001100|10110001110110110|1001 0x0C69963B69
00|1100011|01001100|10101101011011001|1010 0x0C6995AD9A
00|1100011|01010010|10110001011111011|0100 0x0C6A562FB4
00|1100011|01010010|10101101010001101|1010 0x0C6A55A8DA
00|1100011|01100001|10101110001111000|0000 0x0C6C35C780
00|1100011|01110101|10101100100100101|0100 0x0C6EB59254
00|1101001|00011110|11011101000110100|0010 0x0D23DBA342
00|1100100|00111101|11110110010000010|1010 0x0C87BEC82A
00|1100011|00111101|11100001111010111|0011 0x0C67BC3D73
00|0011110|00011000|11111011111010011|0101 0x03C31F7D35
00|0011101|01001000|11111111111000101|0010 0x03A91FFC52
BX 011 Event : 4
00|1100111|00001000|10000010011111011|0100 0x0CE1104FB4
00|1100111|00001000|10000010111100110|1011 0x0CE1105E6B
00|1100111|00001000|10000011010010010|0001 0x0CE1106921
00|1100100|00111000|10001001111001110|1001 0x0C87113CE9
00|1101000|01010111|10000111000001001|1011 0x0D0AF0E09B
00|1100100|01110101|10001100100000011|1100 0x0C8EB1903C
00|0011010|00001101|10100110000011011|0011 0x0341B4C1B3
00|0011101|00011000|10010100010111000|1010 0x03A3128B8A
00|0011101|00011110|10010100000011000|0101 0x03A3D28185
00|0011110|00011110|10100100011010010|0000 0x03C3D48D20
00|0011010|00100011|10100111001010001|0011 0x034474E513
00|0011010|00101000|10100111010000000|1001 0x034514E809
00|0011110|01001000|10100100110110011|0011 0x03C9149B33
00|0011110|01010111|10100100111000001|0010 0x03CAF49C12
00|0011110|01011101|10100001111011101|1010 0x03CBB43DDA
00|0011000|01100001|10011011110111110|0001 0x030C337BE1
00|1100011|00010011|10101110000111010|0010 0x0C6275C3A2
00|1100111|00011000|10110001110110101|0101 0x0CE3163B55
00|1100111|00011000|10110111100000000|1000 0x0CE316F008
00|1101000|00011110|10101101111010000|0101 0x0D03D5BD05
00|1100100|00100011|10101001001100110|0000 0x0C84752660
00|1100100|00100011|10101000000101111|1000 0x0C847502F8
00|1100011|00101000|10101101001000001|1101 0x0C6515A41D
00|1100100|00101000|10101001011101001|1010 0x0C85152E9A
00|1101001|00101101|10101000110011101|0101 0x0D25B519D5
00|1101000|00110011|10101110100100010|0000 0x0D0675D220
00|1100100|00111000|10101001011110000|0100 0x0C87152F04
00|1101000|01000010|10101011001100110|0100 0x0D08556664
00|1100100|01001100|10101011001001001|0101 0x0C89956495
00|1100100|01001100|10101010111011010|1010 0x0C89955DAA
00|1100100|01001100|10101010101100100|1011 0x0C8995564B
00|1100011|01100110|10101111101101010|0001 0x0C6CD5F6A1
00|1100011|01111011|10110111010111110|1001 0x0C6F76EBE9
00|1101001|00011000|11011101011011001|0010 0x0D231BAD92
00|1101000|00110011|11110011101011111|0010 0x0D067E75F2
00|1100011|00111000|11110011100111111|0010 0x0C671E73F2
00|1100011|01100001|11101110010010011|0011 0x0C6C3DC933
00|0011110|00000011|11111011110010000|0010 0x03C07F7902
00|0011001|00001101|11111110111111000|0101 0x0321BFDF85
00|0011001|00100011|11111110101011110|1001 0x03247FD5E9
00|0011001|00100011|11111100010101110|1010 0x03247F8AEA
00|0011001|00111101|11111111110000001|1010 0x0327BFF81A
BX 100 Event : 5
00|1101000|00011110|10001001001111010|0000 0x0D03D127A0
00|1101000|00101101|10000111001110111|1001 0x0D05B0E779
00|1100100|01010010|10001011000100000|0000 0x0C8A516200
00|1101000|01010111|10001011000010101|1000 0x0D0AF16158
00|1100111|01101100|10000000000101111|1011 0x0CED9002FB
00|0011000|00010011|10011100000101000|0011 0x0302738283
