BX 001 Event : 2
00|0000001|1110001|00110101011000|0101|1000 0x003C4D5858
00|0000000|1110001|00110010111100|0100|0010 0x001C4CBC42
00|0000000|1110001|00110011000101|0100|1001 0x001C4CC549
00|0000001|1011011|01001110001100|0011|0011 0x0036D38C33
00|0000000|1011011|01000100000010|1111|1011 0x0016D102FB
00|0000000|1110001|01110000110111|0100|1001 0x001C5C3749
00|0000011|0010000|00001010010011|0000|1000 0x0064029308
00|0000010|0100110|00011001111000|1100|0011 0x00498678C3
00|0000101|1110001|00001010000101|0001|1000 0x00BC428518
00|0000100|1110001|00001010110010|0001|1010 0x009C42B21A
00|0000100|1011011|00011111000111|0000|0011 0x0096C7C703
00|0000101|1110001|00110010110100|1100|0100 0x00BC4CB4C4
00|0000101|1011011|01010110110010|0010|0011 0x00B6D5B223
00|0000101|1011011|01010010100100|0000|0011 0x00B6D4A403
00|0000101|1110001|01101010010111|0000|0011 0x00BC5A9703
00|0000100|1011011|01111001111100|1011|0001 0x0096DE7CB1
00|0000111|0100110|00010001010111|0111|1100 0x00E984577C
00|0000110|0100110|00000011001111|1110|0010 0x00C980CFE2
00|0000111|0010000|00010001110010|1001|1011 0x00E404729B
00|0000110|0100110|00110110111010|0010|1001 0x00C98DBA29
00|0000111|0010000|01001000111111|0000|0100 0x00E4123F04
00|0000111|0010000|01000011100101|1101|0000 0x00E410E5D0
00|0001001|1011011|00000111011000|0001|1000 0x0136C1D818
00|0001001|1110001|00100101011000|0111|0100 0x013C495874
00|0001000|1110001|00010010111100|1011|1100 0x011C44BCBC
00|0001001|1011011|00100101010111|1001|1011 0x0136C9579B
00|0001000|1011011|00110101110000|0100|0101 0x0116CD7045
00|0001000|1110001|01000011101100|0000|1001 0x011C50EC09
00|0001000|1110001|01001000111101|0010|1010 0x011C523D2A
01|0000001|1011010|00010100101110|0100|0000 0x1036852E40
01|0000001|1011010|00001010001010|0000|0010 0x1036828A02
01|0000001|1110000|00011101001011|1011|0000 0x103C074BB0
01|0000001|1110000|00110100011000|0101|1010 0x103C0D185A
01|0000000|1110000|00101010101011|0000|0001 0x101C0AAB01
01|0000000|1011010|00111011100110|1011|1010 0x10168EE6BA
01|0000010|0001111|00011111001101|1101|1001 0x1043C7CDD9
01|0000010|0001111|00011110111101|1101|0100 0x1043C7BDD4
01|0000011|0001111|01010111001100|1100|1011 0x1063D5CCCB
01|0000010|0001111|01100100101110|0011|1010 0x1043D92E3A
01|0000101|1011010|00100111110010|0100|1001 0x10B689F249
01|0000101|1011010|00100111101111|0100|1011 0x10B689EF4B
01|0000100|1011010|00011010100101|1101|0000 0x109686A5D0
01|0000101|1110000|01000101100110|0111|1010 0x10BC11667A
01|0000101|1011010|01001111111111|1111|1001 0x10B693FFF9
01|0000100|1011010|01011000000110|0011|1010 0x109696063A
01|0000100|1011010|01001101111111|1110|0000 0x1096937FE0
01|0000100|1011010|01001101111001|1110|1010 0x10969379EA
01|0000111|0001111|00001110000011|0100|0011 0x10E3C38343
01|0000110|0001111|00000000101111|1100|0001 0x10C3C02FC1
01|0000111|0100101|01001001100111|1110|0000 0x10E95267E0
01|0000110|0100101|01000110110101|1100|1010 0x10C951B5CA
01|0000110|0001111|01101010001110|0011|0000 0x10C3DA8E30
01|0001000|1011010|00001100110000|0100|0011 0x1116833043
01|0001001|1110000|00100000001000|0011|1001 0x113C080839
