BX 001 Event : 2
01|0000000|1011011|00000011011001|1101|1010 0x1016C0D9DA
01|0000000|1011011|00000001100001|1101|1011 0x1016C061DB
01|0000001|1011011|01111000111111|1011|1000 0x1036DE3FB8
01|0000011|0001111|00100110000100|0000|1001 0x1063C98409
01|0000011|0100110|01001000110111|0011|0011 0x1069923733
01|0000011|0100110|01001000111010|0011|0001 0x1069923A31
01|0000010|0100110|00111010101100|1101|1001 0x10498EACD9
01|0000010|0001111|01101011100101|0110|0010 0x1043DAE562
01|0000010|0100110|01101100000110|1001|0011 0x10499B0693
01|0000010|0100110|01101111110001|1011|1000 0x10499BF1B8
01|0000101|1011011|00011110110000|1111|0000 0x10B6C7B0F0
01|0000101|1110001|00110110010001|1110|0001 0x10BC4D91E1
01|0000101|1011011|01001101010001|1101|0001 0x10B6D351D1
01|0000101|1011011|01001100100100|1101|1000 0x10B6D324D8
01|0000100|1011011|01011110001010|0110|1000 0x1096D78A68
01|0000110|0001111|00001110001001|0100|0010 0x10C3C38942
01|0000110|0001111|00001101100000|0100|1011 0x10C3C3604B
01|0000111|0100110|00101001100010|0111|1011 0x10E98A627B
01|0000110|0001111|00111100001011|0100|1011 0x10C3CF0B4B
01|0000111|0100110|01001001100100|1110|0100 0x10E99264E4
01|0001000|1110001|01001000100011|0010|1010 0x111C52232A
00|0011001|00101000|00011101011101000|1101 0x032503AE8D
00|0011101|01001000|00101010000101011|1101 0x03A90542BD
00|0011001|01100110|00101001001101110|1010 0x032CC526EA
00|0011001|01110101|00100000110000001|1100 0x032EA4181C
00|0011001|01110101|00100000011111100|1011 0x032EA40FCB
00|0011001|01110101|00011111010000100|1010 0x032EA3E84A
00|0011001|01110101|00011111000001010|1010 0x032EA3E0AA
00|1101000|00001000|01011010111110110|0101 0x0D010B5F65
00|1100111|00001000|01100001100000010|0101 0x0CE10C3025
00|1100011|00010011|01100001001111011|0001 0x0C626C27B1
00|1100111|00011110|01100101100011101|1001 0x0CE3CCB1D9
00|1100011|00101000|01100111111101110|1010 0x0C650CFEEA
00|1101000|00101101|01011100011100001|1110 0x0D05AB8E1E
BX 010 Event : 3
01|0000001|1011011|00010001100001|0011|0011 0x1036C46133
01|0000001|1110001|00100010010001|1101|0010 0x103C4891D2
01|0000001|1011011|00111101101110|1100|0100 0x1036CF6EC4
01|0000000|1011011|00111010000110|1010|0010 0x1016CE86A2
01|0000001|1110001|01100010011011|1111|1001 0x103C589BF9
01|0000001|1110001|01101010000001|0001|0010 0x103C5A8112
01|0000001|1110001|01110010100110|0101|0011 0x103C5CA653
01|0000001|1110001|01110010101111|0101|1000 0x103C5CAF58
01|0000011|0100110|00010001000110|0100|1010 0x106984464A
01|0000010|0100110|00010010011011|0100|0010 0x1049849B42
01|0000010|0001111|00101010010010|0010|1001 0x1043CA9229
01|0000010|0001111|00011110100101|1101|0011 0x1043C7A5D3
01|0000010|0100110|01001001111010|0011|0000 0x1049927A30
01|0000011|0001111|01011111010110|0000|1010 0x1063D7D60A
01|0000010|0001111|01101010000101|0101|0011 0x1043DA8553
01|0000010|0001111|01011110111101|0000|0011 0x1043D7BD03
01|0000010|0001111|01010000011101|1001|1001 0x1043D41D99
01|0000011|0100110|01111001001101|1111|1001 0x10699E4DF9
01|0000011|0100110|01111001111101|0000|0001 0x10699E7D01
01|0000100|1011011|01011111100011|0111|0010 0x1096D7E372
