BX 001 Event : 2
00|0000001|1110001|10011001111011|1100|0000 0x003C667BC0
00|0000001|1110001|10011111011010|1110|1001 0x003C67DAE9
00|0000001|1110001|10100101101100|0000|0010 0x003C696C02
00|0000001|1011011|10110111010100|1011|1000 0x0036EDD4B8
00|0000000|1110001|11101100110101|0101|1001 0x001C7B3559
00|0000001|1011011|11110110110011|1100|0010 0x0036FDB3C2
00|0000000|1011011|11111011000010|1110|1000 0x0016FEC2E8
00|0000000|1011011|11101110010110|1001|1010 0x0016FB969A
00|0000011|0100110|10000111101100|1101|1000 0x0069A1ECD8
00|0000011|0100110|10001000110011|1110|0000 0x0069A233E0
00|0000010|0010000|11101001011011|0110|1001 0x00443A5B69
00|0000010|0100110|11101001010111|1001|0000 0x0049BA5790
00|0000010|0100110|11111001010111|0001|0011 0x0049BE5713
00|0000101|1110001|11011010110110|0111|0001 0x00BC76B671
00|0000100|1011011|11100011100010|1110|0100 0x0096F8E2E4
00|0000101|1110001|11110101010001|1010|1001 0x00BC7D51A9
00|0000101|1110001|11111001001001|1100|0011 0x00BC7E49C3
00|0000111|0100110|10111010100101|0010|0011 0x00E9AEA523
00|0000111|0010000|11001010011100|1111|0100 0x00E4329CF4
00|0000111|0010000|11001001010100|1110|1000 0x00E43254E8
00|0000110|0100110|11011010001110|1011|1000 0x00C9B68EB8
00|0000110|0100110|11100011001100|0000|0100 0x00C9B8CC04
00|0000110|0010000|11110001101010|1011|0011 0x00C43C6AB3
00|0001001|1011011|10001011001011|0101|0000 0x0136E2CB50
00|0001000|1110001|11001001011100|0100|1000 0x011C725C48
00|0001000|1110001|11001001101010|0101|0010 0x011C726A52
01|0000000|1011010|10000010110001|0000|1000 0x1016A0B108
01|0000001|1110000|10010111110101|1011|0011 0x103C25F5B3
01|0000000|1110000|10011111101011|1111|0000 0x101C27EBF0
01|0000000|1110000|10101111111000|0101|0010 0x101C2BF852
01|0000001|1011010|11010010110101|0111|0010 0x1036B4B572
01|0000000|1011010|11001010100000|0011|1000 0x1016B2A038
01|0000001|1110000|11010010101001|1010|0001 0x103C34A9A1
01|0000001|1110000|11100010000010|0000|1010 0x103C38820A
01|0000001|1110000|11101010001001|0100|0010 0x103C3A8942
01|0000000|1110000|11101110101001|0110|0010 0x101C3BA962
01|0000011|0001111|10011011001010|0001|1010 0x1063E6CA1A
01|0000010|0001111|10011110001010|0011|1001 0x1043E78A39
01|0000011|0100101|10101011100100|1100|0000 0x10696AE4C0
01|0000011|0100101|11101111110111|0001|0011 0x10697BF713
01|0000101|1110000|10010100011011|1011|1010 0x10BC251BBA
01|0000100|1110000|10010100110011|1100|0011 0x109C2533C3
01|0000101|1110000|11011001011011|0110|1010 0x10BC365B6A
01|0000101|1011010|11101010111101|0010|0001 0x10B6BABD21
01|0000100|1011010|11110001101101|0101|1010 0x1096BC6D5A
01|0000100|1011010|11011010000000|1001|1010 0x1096B6809A
01|0000111|0100101|10000101000000|0101|0011 0x10E9614053
01|0000111|0001111|10001101100001|1101|1000 0x10E3E361D8
01|0000110|0100101|10110010001011|0100|1010 0x10C96C8B4A
01|0000111|0001111|10111110101001|1110|1001 0x10E3EFA9E9
01|0000110|0001111|11101000001111|1011|0010 0x10C3FA0FB2
01|0001001|1011010|10001001110010|0100|0011 0x1136A27243
01|0001001|1011010|11011001001101|0001|0011 0x1136B64D13
BX 010 Event : 3
00|0000000|1011011|10010101110001|0111|0000 0x0016E57170
00|0000000|1011011|10010000111011|0101|1000 0x0016E43B58
00|0000000|1110001|10010101111000|1010|1010 0x001C6578AA
00|0000000|1011011|11010010100011|0111|1000 0x0016F4A378
