BX 001 Event : 2
00|0000001|0001111|10010000011110|0101|0001 0x0023E41E51
00|0000000|0100101|10110011100001|0111|0010 0x00096CE172
00|0000001|0100101|11010111011001|1100|1010 0x002975D9CA
00|0000001|0100101|11011010010010|1101|0000 0x00297692D0
00|0000000|0100101|11010101000001|1011|1010 0x00097541BA
00|0000011|1011010|10011110111100|1100|0010 0x0076A7BCC2
00|0000011|1011010|11010110010100|1101|0011 0x0076B594D3
00|0000011|1011010|11010011001101|1011|0000 0x0076B4CDB0
00|0000101|0100101|10100100110111|0100|1001 0x00A9693749
00|0000100|0100101|10011101101111|0000|0001 0x0089676F01
00|0000100|0100101|11001010000000|1110|0011 0x00897280E3
00|0000111|1110000|10010001110100|0100|1011 0x00FC24744B
00|0001001|0001111|10000010010001|0000|1010 0x0123E0910A
00|0001000|0001111|10110001011110|0010|1011 0x0103EC5E2B
01|0000000|0100110|10101001101010|0010|0011 0x1009AA6A23
01|0000000|0010000|11000100000101|0000|1010 0x100431050A
01|0000001|0100110|11101011000010|0100|0001 0x1029BAC241
01|0000011|1110001|10000110101011|0110|0011 0x107C61AB63
01|0000011|1110001|10001000100001|0111|0011 0x107C622173
01|0000011|1110001|10110011011111|0000|0010 0x107C6CDF02
01|0000100|0100110|11001101101111|0000|1000 0x1089B36F08
01|0000100|0100110|11011000100001|0101|1001 0x1089B62159
01|0000100|0100110|11011000100101|0101|0001 0x1089B62551
01|0000101|0010000|11101101110111|0011|1011 0x10A43B773B
01|0000101|0010000|11100000110000|1100|0010 0x10A43830C2
01|0000111|1110001|10000001010011|0011|0000 0x10FC605330
01|0000111|1110001|10000111100001|0111|1010 0x10FC61E17A
01|0000111|1011011|10011110001000|0111|0010 0x10F6E78872
01|0000111|1011011|10010110010111|0001|1011 0x10F6E5971B
01|0000111|1011011|10001000110000|1001|1011 0x10F6E2309B
01|0000111|1110001|10101001010101|1111|1010 0x10FC6A55FA
01|0000110|1110001|10100001000001|1010|1011 0x10DC6841AB
01|0000110|1110001|10100110010000|1110|0011 0x10DC6990E3
01|0000110|1110001|10110101011100|0110|0000 0x10DC6D5C60
01|0000111|1011011|11000100111011|0001|0011 0x10F6F13B13
01|0000111|1110001|11010100100100|1101|0011 0x10FC7524D3
01|0000110|1110001|11010011001001|1100|0011 0x10DC74C9C3
01|0000111|1011011|11101011110000|1101|0001 0x10F6FAF0D1
01|0001000|0010000|10000111110100|0011|1001 0x110421F439
01|0001001|0010000|10101110100110|0000|0011 0x11242BA603
01|0001000|0100110|11100111010010|1101|0011 0x1109B9D2D3
01|0001001|0010000|11110111011011|1010|1001 0x11243DDBA9
BX 010 Event : 3
00|0000000|0100101|10010100111100|1010|0010 0x0009653CA2
00|0000000|0100101|10100010001100|0000|0001 0x0009688C01
00|0000001|0001111|11000101001101|0001|0011 0x0023F14D13
00|0000001|0001111|11000100011010|0001|0010 0x0023F11A12
00|0000001|0001111|10110100110101|1010|1001 0x0023ED35A9
00|0000000|0100101|11011101001111|1111|1000 0x0009774FF8
00|0000010|1110000|10011010100000|0110|1010 0x005C26A06A
00|0000011|1011010|10101011010000|0001|1001 0x0076AAD019
00|0000010|1011010|10110010001100|0101|1001 0x0056AC8C59
00|0000010|1011010|10110000100000|0100|0011 0x0056AC2043
00|0000010|1011010|10011001001110|1001|1010 0x0056A64E9A
00|0000011|1110000|11101111000110|1100|0011 0x007C3BC6C3
00|0000100|0001111|10000110000011|0001|0000 0x0083E18310
00|0000100|0100101|10011001111101|1111|0011 0x0089667DF3
00|0000100|0100101|10100001111011|0010|1000 0x0089687B28
00|0000100|0001111|11110101011000|0111|1001 0x0083FD5879
00|0000100|0001111|11110101001011|0111|0000 0x0083FD4B70
00|0000100|0001111|11110011000110|0110|1000 0x0083FCC668
00|0000100|0100101|11110011001101|1001|1001 0x00897CCD99
00|0000100|0100101|11110100110111|1010|1011 0x00897D37AB
00|0000100|0100101|11110101100000|1010|0001 0x00897D60A1
00|0000111|1011010|10101001010100|0101|1010 0x00F6AA545A
00|0000110|1011010|11010110111000|0110|1001 0x00D6B5B869
00|0000111|1110000|11011011011111|1011|1010 0x00FC36DFBA
00|0000110|1110000|11011100110011|1100|0010 0x00DC3733C2
00|0001000|0001111|10000011001010|0000|0000 0x0103E0CA00
00|0001000|0001111|11111110011011|1111|0011 0x0103FF9BF3
01|0000001|0100110|10110010101100|0111|0011 0x1029ACAC73
01|0000000|0100110|10010101101100|1010|1011 0x1009A56CAB
01|0000001|0100110|11011110101010|1111|1010 0x1029B7AAFA
01|0000000|0100110|11011011011000|1110|0010 0x1009B6D8E2
01|0000000|0100110|11101011110010|0100|1001 0x1009BAF249
01|0000000|0010000|11111001010001|1110|0000 0x10043E51E0
01|0000000|0010000|11111001000001|1110|0001 0x10043E41E1
01|0000000|0010000|11110100110100|1100|0001 0x10043D34C1
01|0000011|1110001|10000011000111|0100|1010 0x107C60C74A
01|0000010|1110001|10000011011010|0100|1011 0x105C60DA4B
01|0000010|1110001|10000100110010|0100|0011 0x105C613243
01|0000010|1011011|10011110010100|0011|0011 0x1056E79433
01|0000011|1110001|10100110100101|1001|1011 0x107C69A59B
01|0000010|1110001|10110001111001|1111|1011 0x105C6C79FB
01|0000010|1110001|10110010000101|1111|1000 0x105C6C85F8
01|0000010|1110001|10110010100010|0000|0000 0x105C6CA200
01|0000010|1011011|11001010011010|1101|1000 0x1056F29AD8
01|0000011|1110001|11100000110101|1010|0001 0x107C7835A1
01|0000010|1110001|11100001010011|1011|0011 0x105C7853B3
01|0000100|0010000|10000000111000|1111|1011 0x10842038FB
01|0000101|0100110|10101001101100|0111|0000 0x10A9AA6C70
01|0000101|0010000|10101010001001|1010|0001 0x10A42A89A1
01|0000101|0100110|11011010101110|0111|1000 0x10A9B6AE78
01|0000100|0100110|11000001111001|1001|1010 0x1089B0799A
01|0000101|0010000|11011011000001|1001|1001 0x10A436C199
01|0000100|0010000|11100000111110|1101|0000 0x1084383ED0
01|0000101|0100110|11110101011100|1010|0000 0x10A9BD5CA0
01|0000110|1110001|10110001011010|0100|1011 0x10DC6C5A4B
01|0000111|1110001|11011010010010|0000|0001 0x10FC769201
01|0000110|1011011|11111010001001|0101|0100 0x10D6FE8954
01|0001001|0100110|10111000001110|1001|1011 0x1129AE0E9B
01|0001000|0010000|11011001101010|0001|0011 0x1104366A13
BX 011 Event : 4
00|0000001|0001111|10001001111011|0010|0011 0x0023E27B23
00|0000001|0100101|10011010100101|1100|1001 0x002966A5C9
