BX = 000 Event : 1
0x00 0000000|1110001|11010111001110|1100|1000 0x01C75CEC8
0x01 0000011|0001111|11011011111000|0110|1010 0x063F6F86A
0x02 0000010|0001111|11011100000100|0101|1011 0x043F7045B
0x03 0000101|1110001|11011011011111|0111|1001 0x0BC76DF79
0x04 0000110|0100110|11011011010110|0001|0100 0x0C9B6D614
0x05 0001001|1011011|11010010010001|1101|1100 0x136F491DC
0x06 0001001|1110001|11101111001000|0010|1000 0x13C7BC828
0x07 010010000001|0010001|11111001110011|001 0x48123F399
0x08 010101110011|1101111|11011010101001|001 0x573DFB549
0x09 010101100100|1101111|11011011011001|011 0x564DFB6CB
0x0a 010101100101|1101111|11011011101101|101 0x565DFB76D
0x0b 010100001110|1101111|11001100001101|100 0x50EDF986C
0x0c 010011111001|1101111|11010111000101|101 0x4F9DFAE2D
0x0d 010110001011|0100100|11011011010011|001 0x58B49B699
0x0e 011000011001|0010001|11110101110110|010 0x61923EBB2
0x0f 011010000111|1101111|11000110111111|000 0x687DF8DF8
0x10 011010111101|0100100|11010110101010|000 0x6BD49AD50
0x11 011010110111|0100100|11011000001010|000 0x6B749B050
0x12 011111111101|0010001|11110000101011|010 0x7FD23E15A
0x13 011111011111|0010001|11110000110110|010 0x7DF23E1B2
0x14 011111000110|0010001|11110010011101|000 0x7C623E4E8
0x15 011111000110|0010001|11110010000100|111 0x7C623E427
0x16 0000000|0001111|11001100110100|0100|0000 0x003F33440
0x17 0000001|0100101|11010011110111|1010|0001 0x02974F7A1
0x18 0000001|0100101|11010110101011|1100|1010 0x02975ABCA
0x19 0000001|0100101|11010110101111|1100|1000 0x02975AFC8
0x1a 0000001|0100101|11011000110100|1101|1001 0x0297634D9
0x1b 0000011|1011010|11001111110010|0000|0000 0x076B3F200
0x1c 0000011|1011010|11000110010001|1011|0010 0x076B191B2
0x1d 0000010|1011010|11011010110010|0101|1000 0x056B6B258
0x1e 0000101|0001111|11100000100110|1100|1000 0x0A3F826C8
0x1f 010011101111|1101111|11100001111100|100 0x4EFDFC3E4
0x20 010011011100|1101111|11001100100111|000 0x4DCDF9938
0x21 010011000011|1101111|11001100110100|000 0x4C3DF99A0
0x22 010010011010|1101111|11001001010011|001 0x49ADF9299
0x23 010010011011|1011100|11110001110110|001 0x49BB9E3B1
0x24 010010000001|1011100|11111011101011|001 0x481B9F759
0x25 010100000011|0100011|11010111101000|101 0x50347AF45
0x26 010101000000|0010001|11111101001001|100 0x54023FA4C
0x27 010011101011|0010001|11110010011011|011 0x4EB23E4DB
0x28 011000001010|1101111|11100110110011|100 0x60ADFCD9C
0x29 010111111111|1101111|11011001111000|101 0x5FFDFB3C5
0x2a 010111110001|1101111|11100101010011|000 0x5F1DFCA98
0x2b 010111110001|1101111|11100110001101|010 0x5F1DFCC6A
0x2c 010111101011|1101111|11011110000101|110 0x5EBDFBC2E
0x2d 010111110001|1101111|11110010110010|010 0x5F1DFE592
0x2e 010111011101|1101111|11110011001000|011 0x5DDDFE643
0x2f 010111110111|1011100|11110011000111|001 0x5F7B9E639
0x30 010110010100|1011100|11111010101011|110 0x594B9F55E
0x31 011011110001|1011100|11000101010101|110 0x6F1B98AAE
0x32 011100010111|0010001|11010100101110|100 0x71723A974
BX = 001 Event : 2
0x00 0000000|1011011|11000110001110|0001|1000 0x016F18E18
0x01 0000000|1110001|11011000011010|1101|1011 0x01C761ADB
0x02 0000000|1110001|11100111001111|0010|1000 0x01C79CF28
0x03 0000001|1011011|11101111100000|1001|1010 0x036FBE09A
0x04 0000010|0001111|11000101101000|1011|0010 0x043F168B2
0x05 0000101|1110001|11000100000111|1010|0011 0x0BC7107A3
0x06 0000111|0001111|11101111111000|0000|1010 0x0E3FBF80A
0x07 0001001|1011011|11001111011011|1011|0001 0x136F3DBB1
0x08 0001001|1011011|11001111010110|1011|1001 0x136F3D6B9
0x09 0001001|1011011|11001110100101|1010|0010 0x136F3A5A2
0x0a 010010101111|0010001|11110011010101|000 0x4AF23E6A8
0x0b 010001111101|0010001|11110010001100|001 0x47D23E461
0x0c 010101110000|1101111|11010100000001|010 0x570DFA80A
0x0d 010101011100|1101111|11010011011010|110 0x55CDFA6D6
0x0e 010101101000|1011101|11111110101101|010 0x568BBFD6A
0x0f 010101001010|1011101|11110111001100|001 0x54ABBEE61
0x10 010100111011|1011101|11110101001001|000 0x53BBBEA48
0x11 010100111110|1011101|11101010000100|101 0x53EBBD425
0x12 010011110101|1011101|11110100001101|011 0x4F5BBE86B
0x13 010011100000|1011101|11111011110110|010 0x4E0BBF7B2
0x14 011000010110|0100100|11001001010111|100 0x6164992BC
0x15 010111001101|0100100|11010100011000|010 0x5CD49A8C2
0x16 010110010001|0100100|11100100010111|101 0x59149C8BD
0x17 011000010010|0010001|11111001110100|100 0x61223F3A4
0x18 011010010111|1101111|11000100010000|110 0x697DF8886
0x19 010111111110|1101111|11001001010011|000 0x5FEDF9298
0x1a 011001000000|1011101|11111000111101|010 0x640BBF1EA
0x1b 011100101010|0010001|11011000011111|001 0x72A23B0F9
0x1c 011010100110|0010001|11000110000001|110 0x6A6238C0E
0x1d 011010101001|0100100|11011111001101|011 0x6A949BE6B
0x1e 011100100011|1011101|11101011110110|111 0x723BBD7B7
0x1f 011110001101|1101111|11110000011011|001 0x78DDFE0D9
0x20 011110001000|1101111|11110000011001|001 0x788DFE0C9
0x21 100000111100|0010001|11100100110110|110 0x83C23C9B6
0x22 011111010000|0010001|11110000010101|001 0x7D023E0A9
0x23 0000000|0001111|11111110010100|0000|0000 0x003FF9400
0x24 0000000|0001111|11110010100010|1011|0011 0x003FCA2B3
0x25 0000011|1011010|11111110011100|1011|1000 0x076BF9CB8
0x26 0000100|0100101|11111011011001|1110|1000 0x0897ED9E8
0x27 0000100|0100101|11111100000110|1110|0011 0x0897F06E3
0x28 0000100|0100101|11111111010110|0000|0000 0x0897FD600
0x29 0000110|1110001|11011101011111|0010|0010 0x0DC775F22
