BX = 000 Event : 1
0x00 0000001|1011011|01001110001100|0011|0011 0x036D38C33
0x01 0000000|1011011|01000100000010|1111|1011 0x016D102FB
0x02 0000000|1110001|01110000110111|0100|1001 0x01C5C3749
0x03 0000101|1011011|01010110110010|0010|0011 0x0B6D5B223
0x04 0000101|1011011|01010010100100|0000|0011 0x0B6D4A403
0x05 0000101|1110001|01101010010111|0000|0011 0x0BC5A9703
0x06 0000100|1011011|01111001111100|1011|0001 0x096DE7CB1
0x07 0000111|0010000|01001000111111|0000|0100 0x0E4123F04
0x08 0000111|0010000|01000011100101|1101|0000 0x0E410E5D0
0x09 0001000|1110001|01000011101100|0000|1001 0x11C50EC09
0x0a 0001000|1110001|01001000111101|0010|1010 0x11C523D2A
0x0b 001101101011|1101111|01010100101100|100 0x36BDEA964
0x0c 010001101110|0010010|01111010111111|001 0x46E24F5F9
0x0d 010001001110|0010010|01000110110010|110 0x44E248D96
0x0e 010001000010|0010010|01110001100010|110 0x44224E316
0x0f 001111101010|0010010|01100111100001|100 0x3EA24CF0C
0x10 010010100010|1011101|01101001001110|100 0x4A2BAD274
0x11 010010100010|1011101|01010110011001|010 0x4A2BAACCA
0x12 010001011000|1011101|01111010100110|001 0x458BAF531
0x13 010101100101|0100100|01001001110000|001 0x565489381
0x14 010100011010|0100100|01011000101100|110 0x51A48B166
0x15 010101100001|1011101|01010001011000|000 0x561BAA2C0
0x16 010110100110|1101111|01100011110000|100 0x5A6DEC784
0x17 011001111011|0100100|01111011000001|110 0x67B48F60E
0x18 011000011111|0100100|01100110110101|010 0x61F48CDAA
0x19 011000010001|0100100|01100101001100|010 0x61148CA62
0x1a 011000000111|0100100|01100101001101|100 0x60748CA6C
0x1b 011110001111|1101111|01011110000100|101 0x78FDEBC25
0x1c 100001011110|0010010|01000110000101|101 0x85E248C2D
0x1d 100001001011|0100100|01110110000010|101 0x84B48EC15
0x1e 0000001|0001111|01001011000101|0001|1011 0x023D2C51B
0x1f 0000000|0001111|01001101001101|0010|0001 0x003D34D21
0x20 0000000|0001111|01000010001010|1110|0001 0x003D08AE1
0x21 0000000|0100101|01100011010101|1111|0010 0x00958D5F2
0x22 0000000|0100101|01101011011110|0010|1010 0x0095ADE2A
0x23 0000010|1011010|01111101111010|0101|1011 0x0569F7A5B
0x24 0000010|1011010|01101011000101|1101|0011 0x0569AC5D3
0x25 0000010|1110000|01111110011000|1001|1011 0x05C1F989B
0x26 0000010|1110000|01111110011101|1001|1000 0x05C1F9D98
0x27 0001000|0100101|01001100111010|0101|0100 0x109533A54
0x28 001110110110|0100011|01010110010000|000 0x3B646AC80
0x29 010000100111|1101110|01000010000110|101 0x427DC8435
0x2a 010000010111|1101110|01000000111011|000 0x417DC81D8
0x2b 010001100011|1011100|01101010100101|110 0x463B8D52E
0x2c 010000110000|1011100|01011011010001|101 0x430B8B68D
0x2d 010000110010|1011100|01000001100111|110 0x432B8833E
0x2e 010000100011|1011100|01000000110011|101 0x423B8819D
0x2f 001111100101|1011100|01100000110110|000 0x3E5B8C1B0
0x30 010010011100|0010001|01110100011110|010 0x49C22E8F2
0x31 010001101111|0010001|01100010111011|010 0x46F22C5DA
0x32 010110000100|1101110|01011111000111|001 0x584DCBE39
0x33 010101010111|1101110|01011111011010|101 0x557DCBED5
0x34 010100110010|1101110|01010111011111|010 0x532DCAEFA
0x35 010100110111|1101110|01100101101011|000 0x537DCCB58
0x36 010011111011|1101110|01010001001110|101 0x4FBDCA275
0x37 010100011011|1011100|01111010010111|000 0x51BB8F4B8
0x38 010101110110|0010001|01011110011110|010 0x57622BCF2
0x39 010101010001|0010001|01000001100101|000 0x551228328
0x3a 010111000011|0100011|01100101001101|110 0x5C346CA6E
0x3b 010101110100|0100011|01110011000110|010 0x57446E632
0x3c 010101101100|0100011|01011110001011|010 0x56C46BC5A
0x3d 011001111100|1101110|01100010010111|010 0x67CDCC4BA
0x3e 011001111001|0100011|01001100000101|100 0x67946982C
0x3f 011011101100|0010001|01111000100000|000 0x6EC22F100
0x40 011011100111|0010001|01111000001101|010 0x6E722F06A
0x41 011011000111|0010001|01100100000110|100 0x6C722C834
0x42 011011000001|0010001|01101001101011|110 0x6C122D35E
0x43 011010111111|0010001|01110111011111|100 0x6BF22EEFC
0x44 011010111101|0010001|01100011111101|001 0x6BD22C7E9
0x45 011001100011|0010001|01100001111100|001 0x66322C3E1
0x46 011110011100|1011100|01000100101011|110 0x79CB8895E
0x47 011100010010|1101110|01100000011001|111 0x712DCC0CF
0x48 011101111001|1011100|01111000110111|011 0x779B8F1BB
0x49 011101101000|1011100|01111101010000|101 0x768B8FA85
0x4a 011101100011|0010001|01111110000001|110 0x76322FC0E
