BX = 000 Event : 1
0x00 0000001|1011011|01000111101010|0000|1001 0x036D1EA09
0x01 0000001|1110001|01100100110011|0000|0000 0x03C593300
0x02 0000000|1110001|01010111011000|1010|1001 0x01C55D8A9
0x03 0000000|1110001|01101110101110|0011|1011 0x01C5BAE3B
0x04 0000001|1011011|01110111100010|1010|1000 0x036DDE2A8
0x05 0000000|1011011|01111100100100|1101|0011 0x016DF24D3
0x06 0000011|0100110|01000111011011|0010|1000 0x06991DB28
0x07 0000100|1110001|01000111000101|0111|0011 0x09C51C573
0x08 0000100|1011011|01000111101101|1010|1000 0x096D1EDA8
0x09 0000101|1110001|01101000111101|1111|1000 0x0BC5A3DF8
0x0a 0000101|1110001|01110001011110|0011|1001 0x0BC5C5E39
0x0b 0000100|1110001|01101111110011|0010|0011 0x09C5BF323
0x0c 0000100|1110001|01110100111010|0101|0011 0x09C5D3A53
0x0d 0000111|0100110|01001001100110|1110|1000 0x0E99266E8
0x0e 0000111|0100110|01001011110111|0000|0000 0x0E992F700
0x0f 0000110|0100110|01001000001100|1101|0100 0x0C9920CD4
0x10 0000110|0010000|01110000100000|0111|0011 0x0C41C2073
0x11 0000110|0010000|01100011011011|0000|0010 0x0C418DB02
0x12 0001000|1110001|01001001100110|0011|1000 0x11C526638
0x13 0001001|1011011|01100100001110|0111|0001 0x136D90E71
0x14 0001000|1011011|01011101101111|0010|1001 0x116D76F29
0x15 010011110100|0100100|01001010011110|000 0x4F44894F0
0x16 010010010100|0100100|01110000110000|100 0x49448E184
0x17 010101010111|1101111|01101101011111|110 0x557DEDAFE
0x18 010100011110|1101111|01101001001000|110 0x51EDED246
0x19 010101100111|1011101|01110101100011|001 0x567BAEB19
0x1a 010101010010|1011101|01101101111010|110 0x552BADBD6
0x1b 010100100111|1011101|01110011010000|001 0x527BAE681
0x1c 010011101001|1011101|01110111101001|000 0x4E9BAEF48
0x1d 010111110010|0010010|01010011000000|110 0x5F224A606
0x1e 010110010001|0010010|01011011101001|011 0x59124B74B
0x1f 010111000100|0100100|01011111111111|110 0x5C448BFFE
0x20 010110111110|0100100|01111011101111|110 0x5BE48F77E
0x21 010110000110|0100100|01110101011011|101 0x58648EADD
0x22 011010001110|1011101|01010011101011|101 0x68EBAA75D
0x23 011010101100|0100100|01010010010001|101 0x6AC48A48D
0x24 011101001001|1101111|01110000101011|101 0x749DEE15D
0x25 100000100000|0100100|01101110100001|101 0x82048DD0D
0x26 0000000|0001111|01010001000100|0100|1010 0x003D4444A
0x27 0000001|0100101|01011111001001|1101|1001 0x02957C9D9
0x28 0000001|0100101|01101101101101|0011|0011 0x0295B6D33
0x29 0000000|0100101|01110101000000|0110|1011 0x0095D406B
0x2a 0000000|0001111|01110100011001|1001|1011 0x003DD199B
