BX = 000 Event : 1
0x00 0000000|1110001|11101100110101|0101|1001 0x01C7B3559
0x01 0000001|1011011|11110110110011|1100|0010 0x036FDB3C2
0x02 0000000|1011011|11111011000010|1110|1000 0x016FEC2E8
0x03 0000000|1011011|11101110010110|1001|1010 0x016FB969A
0x04 0000010|0010000|11101001011011|0110|1001 0x0443A5B69
0x05 0000010|0100110|11101001010111|1001|0000 0x049BA5790
0x06 0000010|0100110|11111001010111|0001|0011 0x049BE5713
0x07 0000101|1110001|11011010110110|0111|0001 0x0BC76B671
0x08 0000100|1011011|11100011100010|1110|0100 0x096F8E2E4
0x09 0000101|1110001|11110101010001|1010|1001 0x0BC7D51A9
0x0a 0000101|1110001|11111001001001|1100|0011 0x0BC7E49C3
0x0b 0000111|0010000|11001010011100|1111|0100 0x0E4329CF4
0x0c 0000111|0010000|11001001010100|1110|1000 0x0E43254E8
0x0d 0000110|0100110|11011010001110|1011|1000 0x0C9B68EB8
0x0e 0000110|0100110|11100011001100|0000|0100 0x0C9B8CC04
0x0f 0000110|0010000|11110001101010|1011|0011 0x0C43C6AB3
0x10 0001000|1110001|11001001011100|0100|1000 0x11C725C48
0x11 0001000|1110001|11001001101010|0101|0010 0x11C726A52
0x12 001101110101|1011101|11100001010110|100 0x375BBC2B4
0x13 001101010100|1011101|11101110011111|000 0x354BBDCF8
0x14 001100101110|1011101|11000010000001|000 0x32EBB8408
0x15 001110111011|1101111|11110100001010|000 0x3BBDFE850
0x16 001101110000|1101111|11110010111010|100 0x370DFE5D4
0x17 010000111011|0100100|11000100111100|001 0x43B4989E1
0x18 010000101100|0100100|11000101100001|000 0x42C498B08
0x19 010001100110|0010010|11001100110100|000 0x4662599A0
0x1a 010001010100|0010010|11011001000110|001 0x45425B231
0x1b 010001010101|0010010|11010010111101|100 0x45525A5EC
0x1c 010000110000|0010010|11011111101100|101 0x43025BF65
0x1d 010000000010|0010010|11111010010000|101 0x40225F485
0x1e 001111111010|0010010|11110000101110|010 0x3FA25E172
0x1f 001111101010|0010010|11101101100100|100 0x3EA25DB24
0x20 001111100000|0010010|11011010110111|110 0x3E025B5BE
0x21 001111010011|0010010|11010001001101|010 0x3D325A26A
0x22 010001110101|1011101|11101000110110|101 0x475BBD1B5
0x23 010000111110|1011101|11011000000001|001 0x43EBBB009
0x24 010101011111|0010010|11100110101100|100 0x55F25CD64
0x25 010100100100|0010010|11110000111010|011 0x52425E1D3
0x26 010100011110|0010010|11110101101111|000 0x51E25EB78
0x27 010101101100|1011101|11000010010010|001 0x56CBB8491
0x28 010101110110|1101111|11000010011110|001 0x576DF84F1
0x29 011001110000|0010010|11111011011001|011 0x67025F6CB
0x2a 011011110100|1011101|11000000001101|011 0x6F4BB806B
0x2b 011011100101|1011101|11000100110001|100 0x6E5BB898C
0x2c 011011010010|1101111|11100011111010|110 0x6D2DFC7D6
0x2d 011101010000|0010010|11100000001000|111 0x75025C047
0x2e 011100010000|0010010|11100101100000|011 0x71025CB03
0x2f 0000001|0100101|11010111011001|1100|1010 0x02975D9CA
0x30 0000001|0100101|11011010010010|1101|0000 0x0297692D0
0x31 0000000|0100101|11010101000001|1011|1010 0x0097541BA
0x32 0000011|1011010|11010110010100|1101|0011 0x076B594D3
0x33 0000011|1011010|11010011001101|1011|0000 0x076B4CDB0
0x34 0000100|0100101|11001010000000|1110|0011 0x0897280E3
0x35 001101001010|0010001|11101110110100|000 0x34A23DDA0
0x36 010001010101|1011100|11010010101110|010 0x455B9A572
0x37 010001001110|1011100|11011110100010|101 0x44EB9BD15
0x38 010001000010|1011100|11010000101011|101 0x442B9A15D
0x39 010000010111|1011100|11001011000000|100 0x417B99604
0x3a 010000000110|1011100|11001111111111|001 0x406B99FF9
0x3b 001111100010|1011100|11110110010110|100 0x3E2B9ECB4
0x3c 001111011011|1011100|11001001010110|001 0x3DBB992B1
0x3d 001111010001|1011100|11101100110110|001 0x3D1B9D9B1
0x3e 010010111101|0010001|11111110111101|101 0x4BD23FDED
0x3f 010010100000|0010001|11000100110101|101 0x4A02389AD
0x40 010001001010|0010001|11010000111110|001 0x44A23A1F1
0x41 010100011001|1101110|11100001111011|001 0x519DDC3D9
0x42 010100000000|1101110|11100010011001|100 0x500DDC4CC
0x43 010101100100|1011100|11111001011001|001 0x564B9F2C9
0x44 010100001000|1011100|11101011000010|110 0x508B9D616
0x45 010100001000|1011100|11101010001010|001 0x508B9D451
0x46 010100000110|1011100|11100010000011|110 0x506B9C41E
0x47 010101010001|0100011|11110000011110|101 0x55147E0F5
0x48 011001100101|0010001|11010001011110|000 0x66523A2F0
0x49 011101101000|1101110|11000010010101|110 0x768DD84AE
0x4a 011101000110|1011100|11001001111100|000 0x746B993E0
0x4b 011100110010|1011100|11001001010100|010 0x732B992A2
0x4c 100010000011|1011100|11010100000011|010 0x883B9A81A
BX = 001 Event : 2
0x00 0000000|1011011|11010010100011|0111|1000 0x016F4A378
0x01 0000000|1011011|11001011000101|0100|0000 0x016F2C540
0x02 0000000|1011011|11000001001111|0000|0001 0x016F04F01
0x03 0000001|1110001|11010001110111|1001|1011 0x03C74779B
0x04 0000000|1110001|11100010111100|0000|0001 0x01C78BC01
0x05 0000000|1110001|11101011000100|0100|1000 0x01C7AC448
0x06 0000011|0010000|11011011001011|0000|0001 0x06436CB01
0x07 0000011|0010000|11001111010011|1001|1010 0x06433D39A
0x08 0000011|0100110|11110010101010|1110|0001 0x069BCAAE1
0x09 0000100|1110001|11011010100100|0110|0000 0x09C76A460
0x0a 0000100|1011011|11011010110011|1001|0010 0x096F6B392
0x0b 0001001|1110001|11000110000001|0010|1011 0x13C71812B
0x0c 001110111111|1011101|11100110011010|000 0x3BFBBCCD0
0x0d 001101111001|1011101|11011101010100|000 0x379BBBAA0
0x0e 001101010010|1101111|11110011100010|000 0x352DFE710
0x0f 010000111100|0010010|11000110011110|100 0x43C258CF4
0x10 010001100001|1101111|11000011111110|010 0x461DF87F2
0x11 010011001100|1011101|11000111011010|001 0x4CCBB8ED1
0x12 010010110110|1011101|11001011100010|001 0x4B6BB9711
0x13 010010000100|1011101|11101110011011|100 0x484BBDCDC
0x14 010001110110|1011101|11101111010111|010 0x476BBDEBA
0x15 010001001101|1011101|11101110111001|101 0x44DBBDDCD
0x16 010101100110|0100100|11001110110101|001 0x566499DA9
0x17 010101001000|0100100|11001111001111|100 0x548499E7C
0x18 010100010100|0100100|11001000111001|000 0x5144991C8
0x19 010101010010|0010010|11101110001100|010 0x55225DC62
0x1a 010100010110|0010010|11101101001101|110 0x51625DA6E
0x1b 010100000000|0010010|11111101100101|000 0x50025FB28
0x1c 010101110000|1011101|11000000001001|101 0x570BB804D
0x1d 010111010011|1101111|11011001001111|101 0x5D3DFB27D
0x1e 010101110100|1101111|11101111001101|101 0x574DFDE6D
0x1f 011010001000|0100100|11101011111000|001 0x68849D7C1
0x20 011010111110|1101111|11100010010011|110 0x6BEDFC49E
0x21 011001101100|1101111|11101011011010|000 0x66CDFD6D0
0x22 011101100111|0010010|11010111010110|101 0x76725AEB5
0x23 011110111101|1011101|11011101100010|001 0x7BDBBBB11
0x24 011110111101|1011101|11011101010110|110 0x7BDBBBAB6
0x25 011101101101|1011101|11011110000100|000 0x76DBBBC20
0x26 100000100011|0100100|11111001001101|110 0x82349F26E
0x27 0000001|0001111|11000101001101|0001|0011 0x023F14D13
0x28 0000001|0001111|11000100011010|0001|0010 0x023F11A12
0x29 0000000|0100101|11011101001111|1111|1000 0x009774FF8
0x2a 0000011|1110000|11101111000110|1100|0011 0x07C3BC6C3
0x2b 0000100|0001111|11110101011000|0111|1001 0x083FD5879
0x2c 0000100|0001111|11110101001011|0111|0000 0x083FD4B70
0x2d 0000100|0001111|11110011000110|0110|1000 0x083FCC668
0x2e 0000100|0100101|11110011001101|1001|1001 0x0897CCD99
0x2f 0000100|0100101|11110100110111|1010|1011 0x0897D37AB
0x30 0000100|0100101|11110101100000|1010|0001 0x0897D60A1
0x31 0000110|1011010|11010110111000|0110|1001 0x0D6B5B869
0x32 0000111|1110000|11011011011111|1011|1010 0x0FC36DFBA
0x33 0000110|1110000|11011100110011|1100|0010 0x0DC3733C2
0x34 0001000|0001111|11111110011011|1111|0011 0x103FF9BF3
0x35 001110111000|0010001|11010111100110|000 0x3B823AF30
0x36 001110010010|0010001|11001000000110|100 0x392239034
0x37 001110001011|0010001|11011001001000|000 0x38B23B240
0x38 001110001011|0010001|11011000110101|000 0x38B23B1A8
0x39 001101101010|0010001|11001100101110|100 0x36A239974
0x3a 001101010100|0010001|11011010010010|100 0x35423B494
0x3b 001111100111|1101110|11001001100011|101 0x3E7DD931D
0x3c 010001010000|1011100|11110011110110|000 0x450B9E7B0
0x3d 010000110111|1011100|11010011000011|001 0x437B9A619
0x3e 010000011111|1011100|11000010111110|101 0x41FB985F5
0x3f 010000010111|1011100|11001010110000|010 0x417B99582
0x40 010000000100|1011100|11010111000010|001 0x404B9AE11
0x41 001111101111|1011100|11001001010001|110 0x3EFB9928E
0x42 001111011011|1011100|11011110011111|101 0x3DBB9BCFD
0x43 001111010110|1011100|11011100010001|000 0x3D6B9B888
0x44 001111010111|1011100|11000101110011|000 0x3D7B98B98
0x45 001111001100|1011100|11011001011100|010 0x3CCB9B2E2
0x46 010011010100|0010001|11100010001001|001 0x4D423C449
0x47 010011000000|0010001|11011101101011|101 0x4C023BB5D
0x48 010010110111|0010001|11001001001110|101 0x4B7239275
0x49 010010001001|0010001|11000001100101|000 0x489238328
0x4a 010001111010|0010001|11101011000001|101 0x47A23D60D
0x4b 010001110001|0010001|11111111101001|100 0x47123FF4C
0x4c 010001011011|0010001|11001101011011|100 0x45B239ADC
0x4d 010101011111|1101110|11000111101110|010 0x55FDD8F72
0x4e 010100101010|1101110|11011100101101|101 0x52ADDB96D
0x4f 010100001101|1101110|11011111011000|001 0x50DDDBEC1
0x50 010101110011|1011100|11110110110000|001 0x573B9ED81
0x51 010101010101|1011100|11110110101100|000 0x555B9ED60
0x52 010100010111|1011100|11011111100000|001 0x517B9BF01
0x53 010100000000|1011100|11111000101110|011 0x500B9F173
0x54 010011110101|1011100|11100110000001|011 0x4F5B9CC0B
0x55 010110010110|0100011|11101100111101|101 0x59647D9ED
0x56 010101100000|0100011|11010110100110|100 0x56047AD34
0x57 011010010101|1101110|11000101010000|000 0x695DD8A80
0x58 011010001101|1101110|11001011110000|100 0x68DDD9784
0x59 011001100111|1101110|11010100000000|001 0x667DDA801
0x5a 011001011000|1101110|11011000010011|110 0x658DDB09E
0x5b 011011010001|0100011|11110001110000|001 0x6D147E381
0x5c 011010111000|0100011|11101100000110|100 0x6B847D834
0x5d 011100011010|1011100|11100101001000|001 0x71AB9CA41
0x5e 100001110011|1011100|11010100101001|001 0x873B9A949
BX = 010 Event : 3
0x00 0000000|1011011|11001111101101|0110|0010 0x016F3ED62
0x01 0000001|1110001|11100000111100|0000|1010 0x03C783C0A
0x02 0000000|1110001|11100111101010|0011|1001 0x01C79EA39
0x03 0000001|1011011|11111011110001|1111|1001 0x036FEF1F9
0x04 0000011|0100110|11111110101101|0100|0000 0x069BFAD40
0x05 0000110|0100110|11101111100100|0111|1010 0x0C9BBE47A
0x06 0000110|0010000|11110000000101|1010|0001 0x0C43C05A1
0x07 0000110|0010000|11101111111101|1010|1011 0x0C43BFDAB
0x08 0001000|1110001|11110010101101|0100|0001 0x11C7CAD41
0x09 001100110110|1101111|11111011010001|000 0x336DFF688
