BX = 000 Event : 1
1 0 0011010|0010|111|100 0x068BC
1 1 0011011|0000|111|101 0x06C3D
1 2 0011100|1011|110|110 0x072F6
2 0 0011101|0011|100|001 0x074E1
2 1 0011110|1010|011|010 0x07A9A
2 2 0011111|0000|101|111 0x07C2F
3 0 0100001|0011|001|110 0x084CE
5 0 0000000|0011|011|010 0x000DA
6 0 0000100|0000|001|101 0x0100D
6 1 0000101|1010|101|110 0x016AE
BX = 001 Event : 2
0 0 0101111|0010|000|001 0x0BC81
3 0 0110011|0001|110|110 0x0CC76
7 0 0000001|0011|110|010 0x004F2
BX = 010 Event : 3
0 0 0101100|1010|000|011 0x0B283
2 0 0101101|0010|000|001 0x0B481
2 1 0101110|1000|000|010 0x0BA02
2 2 0101111|0011|001|010 0x0BCCA
2 3 0110010|0011|001|110 0x0C8CE
3 0 0110011|1011|001|010 0x0CECA
4 0 0000000|0011|010|010 0x000D2
5 0 0000001|1010|011|100 0x0069C
BX = 011 Event : 4
4 0 0000000|0011|010|011 0x000D3
4 1 0000010|1001|111|110 0x00A7E
5 0 0001010|0011|101|010 0x028EA
6 0 0001011|0001|110|010 0x02C72
7 0 0001111|0001|111|001 0x03C79
BX = 100 Event : 5
0 0 0110011|1000|011|011 0x0CE1B
2 0 0110101|1011|011|100 0x0D6DC
3 0 0110111|1010|011|000 0x0DE98
3 1 0111000|1010|011|000 0x0E298
3 2 0111010|1000|100|111 0x0EA27
5 0 0000000|1001|011|010 0x0025A
5 1 0000001|0011|101|100 0x004EC
6 0 0000010|1011|100|010 0x00AE2
6 1 0000011|0000|001|010 0x00C0A
BX = 101 Event : 6
1 0 0100001|1000|111|000 0x08638
2 0 0100011|0010|100|101 0x08CA5
2 1 0100100|0010|000|110 0x09086
2 2 0100101|0010|100|111 0x094A7
6 0 0000001|1011|010|000 0x006D0
BX = 110 Event : 7
1 0 0011001|1100|011|100 0x0671C
2 0 0011010|1100|001|000 0x06B08
2 1 0011011|1100|010|100 0x06F14
3 0 0011101|1011|101|000 0x076E8
3 1 0011110|0000|100|010 0x07822
3 2 0011111|1000|100|111 0x07E27
4 0 0000000|0001|001|110 0x0004E
4 1 0000001|1001|010|110 0x00656
BX = 111 Event : 8
7 0 0000100|1011|100|011 0x012E3
BX = 000 Event : 9
0 0 0011010|0010|100|111 0x068A7
4 0 0000000|1010|001|000 0x00288
4 1 0000001|1010|101|010 0x006AA
4 2 0000100|0010|101|011 0x010AB
4 3 0000110|0000|100|110 0x01826
5 0 0001000|0000|010|010 0x02012
6 0 0001001|0010|000|100 0x02484
6 1 0001010|1000|010|110 0x02A16
BX = 001 Event : 10
1 0 0010111|0000|110|011 0x05C33
3 0 0011001|0010|010|010 0x06492
4 0 0000001|1001|011|100 0x0065C
5 0 0000101|1001|100|010 0x01662
5 1 0000110|0000|010|101 0x01815
6 0 0000111|1000|001|000 0x01E08
BX = 010 Event : 11
0 0 0011000|1100|110|001 0x06331
2 0 0011010|0000|000|111 0x06807
4 0 0000000|1010|011|000 0x00298
4 1 0000001|0011|100|011 0x004E3
4 2 0000011|0000|110|111 0x00C37
5 0 0000100|0001|111|100 0x0107C
5 1 0000101|1011|111|101 0x016FD
7 0 0001001|1100|001|001 0x02709
7 1 0001100|0011|011|110 0x030DE
7 2 0001101|0001|011|110 0x0345E
BX = 011 Event : 12
0 0 0010011|0011|011|111 0x04CDF
1 0 0010101|0001|001|110 0x0544E
1 1 0010110|0010|001|110 0x0588E
1 2 0010111|1000|001|110 0x05E0E
1 3 0011000|0011|000|110 0x060C6
2 0 0011001|0010|000|000 0x06480
2 1 0011011|1000|111|101 0x06E3D
3 0 0011100|1001|111|000 0x07278
3 1 0011101|0011|010|111 0x074D7
7 0 0000010|0011|111|010 0x008FA
BX = 100 Event : 13
0 0 0001001|0001|110|111 0x02477
3 0 0001011|1010|110|100 0x02EB4
6 0 0000000|1010|011|000 0x00298
BX = 101 Event : 14
0 0 0010011|1001|001|110 0x04E4E
3 0 0010110|0000|000|011 0x05803
3 1 0010111|0001|000|100 0x05C44
3 2 0011000|1010|110|100 0x062B4
5 0 0000001|0010|100|010 0x004A2
6 0 0000010|1001|100|010 0x00A62
BX = 110 Event : 15
0 0 0011111|0011|100|001 0x07CE1
1 0 0100000|0001|001|011 0x0804B
4 0 0000000|0011|110|111 0x000F7
BX = 111 Event : 16
1 0 0010000|0000|101|011 0x0402B
2 0 0010001|0011|100|010 0x044E2
2 1 0010010|0010|010|100 0x04894
4 0 0000000|1100|010|000 0x00310
4 1 0000001|0000|001|100 0x0040C
6 0 0000100|0010|101|001 0x010A9
6 1 0000101|0011|100|100 0x014E4
BX = 000 Event : 17
0 0 0111001|1011|101|110 0x0E6EE
4 0 0000000|0010|000|000 0x00080
4 1 0000001|0011|010|110 0x004D6
5 0 0000011|0011|011|010 0x00CDA
5 1 0000100|1011|110|100 0x012F4
5 2 0000101|0011|111|100 0x014FC
6 0 0001000|0010|110|001 0x020B1
BX = 001 Event : 18
7 0 0000000|0000|100|001 0x00021
BX = 010 Event : 19
3 0 0011010|0000|111|000 0x06838
3 1 0011011|0011|000|011 0x06CC3
3 2 0011100|1011|010|100 0x072D4
4 0 0000000|0010|111|000 0x000B8
4 1 0000010|0011|100|011 0x008E3
4 2 0000011|0010|100|100 0x00CA4
BX = 011 Event : 20
7 0 0000001|1000|000|011 0x00603
7 1 0000010|1010|001|100 0x00A8C
BX = 100 Event : 21
2 0 0010011|1010|110|111 0x04EB7
5 0 0000001|1010|001|010 0x0068A
BX = 101 Event : 22
BX = 110 Event : 23
1 0 0101110|0010|000|101 0x0B885
1 1 0101111|0011|010|110 0x0BCD6
5 0 0000001|0011|010|101 0x004D5
7 0 0000010|0001|001|110 0x0084E
BX = 111 Event : 24
0 0 0010001|0000|100|111 0x04427
1 0 0010010|0000|000|000 0x04800
1 1 0010011|0000|110|101 0x04C35
2 0 0010100|1011|010|010 0x052D2
BX = 000 Event : 25
0 0 0010011|0010|000|100 0x04C84
1 0 0010100|0010|000|101 0x05085
2 0 0010101|0001|111|000 0x05478
2 1 0010110|0010|101|000 0x058A8
2 2 0010111|0010|110|010 0x05CB2
6 0 0000010|0011|001|101 0x008CD
7 0 0000011|1010|001|110 0x00E8E
BX = 001 Event : 26
0 0 0101011|1000|100|110 0x0AE26
1 0 0101100|1001|011|110 0x0B25E
2 0 0101101|0000|010|110 0x0B416
3 0 0101110|1011|110|100 0x0BAF4
4 0 0000000|1010|001|000 0x00288
4 1 0000001|1011|010|110 0x006D6
6 0 0000011|0001|110|111 0x00C77
6 1 0000100|1001|110|111 0x01277
7 0 0000101|0011|011|001 0x014D9
7 1 0000110|1011|001|010 0x01ACA
7 2 0000111|0011|001|010 0x01CCA
7 3 0001000|1100|100|010 0x02322
7 4 0001001|0000|100|010 0x02422
7 5 0001010|1010|101|010 0x02AAA
7 6 0001100|0010|000|011 0x03083
7 7 0001101|1000|000|011 0x03603
7 8 0001110|0000|001|011 0x0380B
7 9 0001111|1011|010|011 0x03ED3
BX = 010 Event : 27
1 0 0010010|0001|000|001 0x04841
4 0 0000001|1011|110|010 0x006F2
4 1 0000010|1001|110|010 0x00A72
BX = 011 Event : 28
1 0 0001101|0001|000|000 0x03440
1 1 0001110|0001|001|100 0x0384C
1 2 0001111|0000|011|101 0x03C1D
3 0 0010001|1011|111|010 0x046FA
3 1 0010010|0000|101|010 0x0482A
5 0 0000000|1000|001|000 0x00208
5 1 0000001|1011|011|010 0x006DA
5 2 0000010|1001|010|010 0x00A52
5 3 0000011|1100|101|010 0x00F2A
6 0 0000100|0011|100|100 0x010E4
7 0 0000110|0011|000|011 0x018C3
BX = 100 Event : 29
1 0 0100010|1001|100|011 0x08A63
2 0 0100011|1100|011|110 0x08F1E
3 0 0100100|1000|001|010 0x0920A
3 1 0100101|0011|111|100 0x094FC
6 0 0000000|0000|100|101 0x00025
6 1 0000001|1011|111|101 0x006FD
BX = 101 Event : 30
2 0 0100110|1011|001|000 0x09AC8
5 0 0000001|0001|101|000 0x00468
5 1 0000010|0011|111|010 0x008FA
5 2 0000011|0000|100|101 0x00C25
5 3 0000100|0011|000|110 0x010C6
BX = 110 Event : 31
1 0 0010110|0001|010|110 0x05856
1 1 0010111|1011|011|110 0x05EDE
1 2 0011000|0001|010|110 0x06056
3 0 0011010|0011|110|010 0x068F2
3 1 0011011|1010|111|010 0x06EBA
5 0 0000000|0000|010|010 0x00012
7 0 0000011|1010|101|110 0x00EAE
BX = 111 Event : 32
1 0 0100100|1001|100|110 0x09266
1 1 0100101|1001|011|110 0x0965E
1 2 0100110|0000|011|110 0x0981E
2 0 0100111|1001|111|010 0x09E7A
2 1 0101000|1010|101|100 0x0A2AC
2 2 0101001|1010|011|110 0x0A69E
3 0 0101010|0011|000|010 0x0A8C2
3 1 0101011|1011|001|010 0x0AECA
6 0 0000000|1001|011|100 0x0025C
BX = 000 Event : 33
1 0 0010110|1010|001|110 0x05A8E
2 0 0010111|0010|011|000 0x05C98
4 0 0000000|1011|001|010 0x002CA
7 0 0000001|1010|101|100 0x006AC
