BX = 000 Event : 1
0x00 0000001|0101|0|0101|01010 0x0054AA
0x01 0000010|0010|0|0010|01101 0x00884D
0x02 0000011|0010|0|0010|01101 0x00C84D
0x03 0000100|0010|0|0011|01110 0x01086E
BX = 001 Event : 2
0x00 0000010|0011|0|0101|10010 0x008CB2
0x01 0000011|0011|0|0101|10010 0x00CCB2
0x02 0000100|0010|1|0111|01011 0x010AEB
0x03 0000101|0010|1|0111|01011 0x014AEB
0x04 0000110|0011|0|0011|01111 0x018C6F
0x05 0001000|0011|0|0101|10010 0x020CB2
0x06 0001001|0001|1|0110|01100 0x0246CC
0x07 0001010|0001|1|0110|01100 0x0286CC
0x08 0001011|0001|1|0110|01100 0x02C6CC
0x09 0001100|0001|1|0110|01100 0x0306CC
0x0a 0001101|1011|0|0010|01101 0x036C4D
0x0b 0001110|1011|0|0010|01101 0x03AC4D
0x0c 0010010|0001|1|0110|01110 0x0486CE
0x0d 0010011|1011|0|0010|01101 0x04EC4D
0x0e 0010101|0011|0|0101|10010 0x054CB2
BX = 010 Event : 3
0x00 0000100|1001|1|0110|01111 0x0126CF
0x01 0000111|0010|0|0010|10001 0x01C851
0x02 0001000|0001|1|1001|10000 0x020730
0x03 0001010|1010|1|1000|10000 0x02AB10
0x04 0001011|1010|1|1000|10000 0x02EB10
0x05 0001100|1010|1|0110|01111 0x032ACF
0x06 0001101|1010|1|0110|01111 0x036ACF
0x07 0001111|0100|0|0010|01110 0x03D04E
BX = 011 Event : 4
0x00 0000000|0110|0|0010|10001 0x001851
0x01 0000001|1100|1|1001|01101 0x00732D
0x02 0000010|1100|1|0111|01100 0x00B2EC
0x03 0000011|0100|0|0101|10011 0x00D0B3
0x04 0000110|0001|1|1000|01110 0x01870E
0x05 0000111|0001|1|1000|01110 0x01C70E
0x06 0001000|1001|1|0111|01101 0x0226ED
0x07 0001001|1001|1|0111|01101 0x0266ED
BX = 100 Event : 5
0x00 0000000|0010|0|0100|01101 0x00088D
0x01 0000010|0101|0|0100|01101 0x00948D
0x02 0000011|1000|1|1000|10001 0x00E311
0x03 0000100|0010|0|0100|01101 0x01088D
0x04 0000101|0010|0|0100|01101 0x01488D
0x05 0000111|0010|0|0100|01101 0x01C88D
0x06 0001000|0001|1|1000|10000 0x020710
BX = 101 Event : 6
0x00 0000000|0101|0|0011|10010 0x001472
0x01 0000010|1010|1|1000|10000 0x00AB10
0x02 0000011|0011|0|0011|01101 0x00CC6D
0x03 0000110|1100|0|0010|10011 0x01B053
0x04 0000111|0001|1|1000|01111 0x01C70F
0x05 0001000|0001|1|1000|01111 0x02070F
0x06 0001010|1001|1|1000|01111 0x02A70F
0x07 0001011|1001|1|1001|01110 0x02E72E
BX = 110 Event : 7
0x00 0000000|0011|1|1001|10010 0x000F32
0x01 0000001|0100|0|0010|10010 0x005052
0x02 0000010|0100|0|0010|10010 0x009052
0x03 0000011|1011|1|1001|10001 0x00EF31
0x04 0000101|0100|0|0011|01101 0x01506D
0x05 0000111|0010|1|0111|01101 0x01CAED
0x06 0001001|0011|0|0101|01011 0x024CAB
0x07 0001010|0101|0|0100|01001 0x029489
0x08 0001011|0101|1|0110|01011 0x02D6CB
0x09 0001110|0010|0|0100|10000 0x038890
0x0a 0001111|0010|0|0011|10001 0x03C871
0x0b 0010000|0010|0|0100|10000 0x040890
0x0c 0010001|0010|0|0011|10000 0x044870
0x0d 0010010|0010|0|0100|01101 0x04888D
0x0e 0010011|0010|0|0100|10000 0x04C890
0x0f 0010100|0010|0|0100|01110 0x05088E
0x10 0010101|0010|0|0100|01100 0x05488C
0x11 0010110|1001|0|0101|10000 0x05A4B0
0x12 0010111|1001|0|0100|10010 0x05E492
0x13 0011001|0010|0|0010|10001 0x064851
0x14 0011010|0010|0|0011|10001 0x068871
0x15 0011011|0010|0|0101|10001 0x06C8B1
0x16 0011100|0010|0|0100|10001 0x070891
0x17 0011101|0010|0|0100|10001 0x074891
0x18 0011110|1001|0|0100|10010 0x07A492
0x19 0100001|0010|0|0011|01110 0x08486E
0x1a 0100010|0010|0|0011|01100 0x08886C
0x1b 0100011|0010|0|0100|01101 0x08C88D
0x1c 0100100|0010|0|0011|01110 0x09086E
BX = 111 Event : 8
0x00 0000001|0101|1|1000|01011 0x00570B
0x01 0000011|0001|1|1000|01100 0x00C70C
0x02 0000100|0001|1|1000|01100 0x01070C
0x03 0000101|0010|0|0011|10001 0x014871
0x04 0000110|0010|0|0011|10001 0x018871
0x05 0001000|0010|1|0110|10001 0x020AD1
0x06 0001001|0010|0|0011|10001 0x024871
0x07 0001010|0010|1|0110|10001 0x028AD1
