BX = 000 Event : 1
0x00 0001100|010|1|0100|10000|0 0x031520
0x01 0001111|010|1|0100|01101|0 0x03D51A
0x02 0010001|001|1|1001|00111|0 0x044E4E
0x03 0010010|001|1|1001|00111|0 0x048E4E
0x04 0010111|011|1|0111|10100|0 0x05DDE8
0x05 0011100|010|1|0110|01101|0 0x07159A
BX = 001 Event : 2
BX = 010 Event : 3
0x00 0001001|101|1|0100|10100|0 0x026D28
0x01 0001010|100|1|1011|10011|0 0x02A6E6
0x02 0001100|011|1|1000|10000|0 0x031E20
0x03 0010000|100|1|0101|01000|0 0x042550
0x04 0011101|011|1|0111|10000|0 0x075DE0
BX = 011 Event : 4
0x00 0001000|010|1|0110|10011|0 0x0215A6
0x01 0001010|100|1|0100|01100|0 0x02A518
0x02 0001011|100|1|0100|01110|0 0x02E51C
0x03 0001100|100|1|0100|01100|0 0x032518
BX = 100 Event : 5
0x00 0010101|111|0|0100|10000|1 0x057921
BX = 101 Event : 6
0x00 0010000|011|1|0101|01010|0 0x041D54
0x01 0010001|100|1|1010|00110|0 0x04668C
0x02 0010010|100|1|1010|10010|0 0x04A6A4
0x03 0010011|100|1|1010|10000|0 0x04E6A0
0x04 0010100|100|1|0111|10001|0 0x0525E2
0x05 0010101|100|1|1010|10000|0 0x0566A0
BX = 110 Event : 7
0x00 0001000|100|1|0101|01100|0 0x022558
0x01 0001001|010|1|1000|00110|0 0x02560C
0x02 0001010|011|1|0110|00111|0 0x029D8E
0x03 0001110|010|1|0101|10001|0 0x039562
BX = 111 Event : 8
BX = 000 Event : 9
BX = 001 Event : 10
0x00 0011001|011|1|0110|10101|0 0x065DAA
0x01 0011111|011|1|0111|01000|0 0x07DDD0
BX = 010 Event : 11
0x00 0001110|100|1|0110|10000|0 0x03A5A0
0x01 0010001|010|1|1011|00111|0 0x0456CE
0x02 0010010|010|1|1011|01000|0 0x0496D0
0x03 0010011|011|1|1001|00101|0 0x04DE4A
BX = 011 Event : 12
BX = 100 Event : 13
BX = 101 Event : 14
BX = 110 Event : 15
0x00 0001000|011|1|0101|11010|0 0x021D74
BX = 111 Event : 16
0x00 0000110|010|1|1011|01010|0 0x0196D4
0x01 0000111|011|1|0110|01010|0 0x01DD94
0x02 0001000|100|1|1010|01100|0 0x022698
0x03 0001010|100|1|1001|01100|0 0x02A658
0x04 0001011|110|1|1010|01001|1 0x02F693
0x05 0001100|110|1|1010|01001|1 0x033693
BX = 000 Event : 17
0x00 0010000|010|1|1000|10101|0 0x04162A
0x01 0010001|010|1|1000|10101|0 0x04562A
0x02 0010010|011|1|0100|10101|0 0x049D2A
BX = 001 Event : 18
0x00 0000100|100|1|0101|10111|0 0x01256E
0x01 0000101|100|1|0101|10111|0 0x01656E
0x02 0000111|100|1|0110|10111|0 0x01E5AE
BX = 010 Event : 19
0x00 0010011|000|0|0000|01110|1 0x04C01D
