BX = 000 Event : 1
0x00 0010100|0010|1|1001|01110 0x050B2E
0x01 0010101|0001|0|0011|01111 0x05446F
0x02 0011010|1010|0|0100|01110 0x06A88E
0x03 0110100|1000|0|0010|01110 0x0D204E
BX = 001 Event : 2
0x00 0000100|0100|1|1001|10001 0x011331
0x01 0011000|0000|0|0011|01101 0x06006D
BX = 010 Event : 3
0x00 0000001|0101|1|0110|10010 0x0056D2
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0000110|0001|1|1000|10000 0x018710
0x01 0001010|0000|1|0110|10000 0x0282D0
0x02 0001011|0000|0|0101|10000 0x02C0B0
BX = 101 Event : 6
0x00 0000100|0010|0|0011|10001 0x010871
0x01 0000101|0011|0|0011|01110 0x014C6E
0x02 0011000|0100|0|0100|01100 0x06108C
0x03 0011010|1011|1|0110|01100 0x06AECC
0x04 0011110|0101|0|0100|01111 0x07948F
0x05 0011111|0101|0|0011|01111 0x07D46F
BX = 110 Event : 7
0x00 0011110|0010|1|1000|01100 0x078B0C
0x01 0011111|0010|1|1001|01100 0x07CB2C
0x02 0100000|0010|1|1001|01100 0x080B2C
0x03 0101100|0010|1|1000|10001 0x0B0B11
0x04 0101101|0010|1|1000|10001 0x0B4B11
0x05 0101110|0010|1|1001|01100 0x0B8B2C
0x06 0101111|0010|1|1001|01100 0x0BCB2C
0x07 0110000|0010|1|1001|01100 0x0C0B2C
BX = 111 Event : 8
0x00 0001110|0001|0|0100|01110 0x03848E
0x01 0100001|0000|1|0111|01110 0x0842EE
0x02 0100010|0000|1|0111|01110 0x0882EE
BX = 000 Event : 9
BX = 001 Event : 10
0x00 0000010|1100|1|1000|10010 0x00B312
0x01 0010111|1100|0|0011|10100 0x05F074
BX = 010 Event : 11
0x00 0001100|0110|1|1000|01000 0x031B08
BX = 011 Event : 12
0x00 0010011|1100|0|0010|01111 0x04F04F
BX = 100 Event : 13
0x00 0000101|0011|1|1000|10000 0x014F10
0x01 0001001|0000|1|0110|01101 0x0242CD
BX = 101 Event : 14
0x00 0001100|1010|1|1001|01100 0x032B2C
0x01 0001101|1010|1|1001|01100 0x036B2C
0x02 0010010|1000|0|0010|10000 0x04A050
0x03 0010011|1000|0|0010|10000 0x04E050
0x04 0010100|1000|0|0010|10000 0x052050
BX = 110 Event : 15
0x00 0000111|0010|0|0011|10000 0x01C870
0x01 0001000|0010|0|0011|10000 0x020870
BX = 111 Event : 16
0x00 0000001|1101|0|0010|10010 0x007452
0x01 0000010|1101|0|0010|10010 0x00B452
0x02 0001000|0010|1|1001|10001 0x020B31
BX = 000 Event : 17
0x00 0000100|1011|1|0110|10001 0x012ED1
0x01 0001110|1100|1|1001|10010 0x03B332
0x02 0010001|0010|1|0111|10000 0x044AF0
BX = 001 Event : 18
0x00 0000111|0100|1|0110|01101 0x01D2CD
0x01 0001101|0110|1|1000|01001 0x035B09
0x02 0010000|1000|1|0110|01110 0x0422CE
0x03 0010001|1000|1|0111|01110 0x0462EE
0x04 0010010|1000|1|0110|01110 0x04A2CE
0x05 0010011|1000|1|0110|01110 0x04E2CE
BX = 010 Event : 19
0x00 0000100|1001|1|0111|01110 0x0126EE
0x01 0010110|1010|1|0110|10001 0x05AAD1
BX = 011 Event : 20
0x00 0000000|0110|0|0010|10011 0x001853
0x01 0000001|1100|0|0101|10100 0x0070B4
0x02 0000010|1100|1|0110|10100 0x00B2D4
0x03 0000110|1001|1|1000|01101 0x01A70D
0x04 0010001|1011|0|0100|10010 0x046C92
0x05 0010011|1101|0|0101|10000 0x04F4B0
0x06 0010100|1100|1|0111|10000 0x0532F0
BX = 100 Event : 21
0x00 0000000|1011|1|0110|10011 0x002ED3
0x01 0000111|1001|1|1001|10000 0x01E730
0x02 0010100|0000|0|0101|10000 0x0500B0
BX = 101 Event : 22
0x00 0010001|0101|1|1000|10000 0x045710
0x01 0101101|1010|1|1001|10010 0x0B6B32
0x02 0101111|1011|0|0011|10001 0x0BEC71
0x03 0110011|1011|0|0010|10000 0x0CEC50
BX = 110 Event : 23
0x00 0000110|1100|0|0011|10011 0x01B073
0x01 0001111|1011|1|0111|01100 0x03EEEC
BX = 111 Event : 24
0x00 0000100|0100|1|0111|10010 0x0112F2
0x01 0001101|1110|0|0011|01100 0x03786C
0x02 0001111|1101|0|0010|01011 0x03F44B
0x03 0010001|1100|1|1000|01011 0x04730B
0x04 0010010|1100|1|1000|01011 0x04B30B
0x05 0010011|1100|1|1000|01100 0x04F30C
0x06 0010100|1100|1|1000|01011 0x05330B
0x07 0010101|1100|1|1000|01011 0x05730B
0x08 0011011|1100|1|1000|01011 0x06F30B
0x09 0100111|1111|0|0010|01001 0x09FC49
0x0a 0101000|1000|0|0010|01110 0x0A204E
0x0b 0101001|1000|0|0010|01110 0x0A604E
BX = 000 Event : 25
0x00 0000111|1010|1|0111|01110 0x01EAEE
0x01 0011001|0000|1|1001|01110 0x06432E
BX = 001 Event : 26
0x00 0001000|0010|0|0011|01101 0x02086D
0x01 0010000|0011|1|1001|01110 0x040F2E
BX = 010 Event : 27
0x00 0000010|0010|1|0110|10000 0x008AD0
0x01 0000011|0010|1|0110|10000 0x00CAD0
0x02 0000100|0010|1|0110|10000 0x010AD0
0x03 0000101|0010|1|0110|10000 0x014AD0
0x04 0001001|1010|0|0101|01110 0x0268AE
0x05 0010001|0100|0|0011|01111 0x04506F
0x06 0010011|0010|1|0110|10001 0x04CAD1
0x07 0010101|0010|1|0110|10001 0x054AD1
BX = 011 Event : 28
0x00 0000111|1001|1|0110|01101 0x01E6CD
0x01 0001011|1010|0|0010|01110 0x02E84E
BX = 100 Event : 29
0x00 0001001|0001|0|0101|01101 0x0244AD
0x01 0001111|1101|0|0010|01110 0x03F44E
0x02 0010000|1101|0|0101|01110 0x0434AE
0x03 0010001|1101|0|0101|01110 0x0474AE
0x04 0011000|1110|0|0010|10010 0x063852
0x05 0100011|1101|1|1000|01110 0x08F70E
0x06 0100101|1101|0|0101|01110 0x0974AE
0x07 0100111|1101|0|0100|10010 0x09F492
0x08 0101000|1101|0|0011|01111 0x0A346F
0x09 0101001|1101|0|0011|01111 0x0A746F
0x0a 0101100|1101|0|0101|01110 0x0B34AE
BX = 101 Event : 30
BX = 110 Event : 31
BX = 111 Event : 32
0x00 0000001|1100|1|0110|10010 0x0072D2
0x01 0000100|0010|0|0101|10000 0x0108B0
0x02 0000111|0001|0|0100|10000 0x01C490
0x03 0001000|0001|0|0100|10000 0x020490
0x04 0001001|0001|0|0100|10000 0x024490
0x05 0010100|1010|0|0011|01110 0x05286E
0x06 0101001|0100|1|1001|01011 0x0A532B
0x07 0110010|1000|1|0111|10000 0x0CA2F0
BX = 000 Event : 33
0x00 0001010|0011|0|0011|01100 0x028C6C
0x01 0001111|0000|1|1001|10001 0x03C331
0x02 0010000|0000|1|1001|10001 0x040331
BX = 001 Event : 34
0x00 0000110|1110|1|1000|10101 0x01BB15
0x01 0011011|0001|1|0110|10000 0x06C6D0
0x02 0011100|0001|0|0101|10000 0x0704B0
0x03 0100010|0011|0|0101|01100 0x088CAC
BX = 010 Event : 35
0x00 0010000|1001|0|0101|01110 0x0424AE
0x01 0100010|0100|0|0010|01111 0x08904F
0x02 0100011|0100|0|0011|01111 0x08D06F
0x03 0100100|0100|0|0011|01111 0x09106F
BX = 011 Event : 36
0x00 0000001|1101|0|0011|10100 0x007474
0x01 0000010|1110|1|1001|10010 0x00BB32
0x02 0000011|1110|1|1001|10010 0x00FB32
0x03 0000100|1110|1|1001|10010 0x013B32
BX = 100 Event : 37
0x00 0001100|0100|0|0011|10001 0x031071
0x01 0001101|0011|1|1000|10010 0x034F12
0x02 0001110|0100|0|0100|10001 0x039091
0x03 0010100|0101|1|1001|10010 0x051732
0x04 0100100|1001|0|0100|01110 0x09248E
0x05 0100111|1001|0|0100|01110 0x09E48E
0x06 0111110|0100|0|0010|10010 0x0F9052
0x07 1000110|1010|1|1001|10001 0x11AB31
0x08 1000111|1010|1|1001|10001 0x11EB31
0x09 1001000|1010|1|1000|10000 0x122B10
0x0a 1001001|1010|1|1001|10000 0x126B30
0x0b 1010100|1000|1|0110|01110 0x1522CE
BX = 101 Event : 38
BX = 110 Event : 39
0x00 0001010|0010|0|0101|01100 0x0288AC
0x01 0010011|0010|0|0101|01100 0x04C8AC
BX = 111 Event : 40
0x00 0000011|1011|0|0011|10010 0x00EC72
0x01 0000100|1110|1|0111|10010 0x013AF2
BX = 000 Event : 41
BX = 001 Event : 42
0x00 0000110|1101|0|0100|10010 0x01B492
0x01 0000111|1101|0|0100|10010 0x01F492
0x02 0001000|1101|0|0010|10010 0x023452
0x03 0001001|1101|0|0010|10010 0x027452
0x04 0001101|0000|0|0001|01110 0x03402E
0x05 0001110|0000|0|0001|01110 0x03802E
BX = 010 Event : 43
0x00 0001010|1011|0|0010|10000 0x02AC50
0x01 0001101|0010|0|0100|01101 0x03488D
0x02 0001111|1010|1|1000|01101 0x03EB0D
0x03 0011000|0100|0|0011|10010 0x061072
0x04 0011101|1010|1|1000|01101 0x076B0D
0x05 0011110|1010|1|1000|01101 0x07AB0D
0x06 0100001|0100|0|0010|10011 0x085053
BX = 011 Event : 44
0x00 0001010|0011|0|0011|10010 0x028C72
0x01 0001011|0011|0|0011|10010 0x02CC72
0x02 0001101|0001|1|0111|10001 0x0346F1
0x03 0001110|1010|0|0011|10010 0x03A872
0x04 0001111|1010|0|0011|10010 0x03E872
0x05 0010011|1010|0|0101|01110 0x04E8AE
0x06 0010100|1100|0|0011|01011 0x05306B
0x07 0010101|1011|0|0100|01100 0x056C8C
0x08 0010110|1011|1|1001|01100 0x05AF2C
0x09 0011101|0011|0|0100|10010 0x074C92
