BX = 000 Event : 1
1 0 0001111|0110|110 0x07B6
1 1 0010000|0100|110 0x0826
1 2 0010101|0101|111 0x0AAF
2 0 0010110|0000|100 0x0B04
2 1 0011000|0001|011 0x0C0B
2 2 0011001|0011|011 0x0C9B
2 3 0011010|0000|010 0x0D02
2 4 0011011|0011|001 0x0D99
2 5 0011100|0010|100 0x0E14
2 6 0011101|0010|100 0x0E94
2 7 0100000|0001|111 0x100F
3 0 0000100|0001|011 0x020B
3 1 0100001|0010|001 0x1091
4 0 0000110|1001|001 0x0349
4 1 0000111|0100|001 0x03A1
5 0 0001000|1001|010 0x044A
5 1 0001001|1011|010 0x04DA
6 0 0001110|1001|110 0x074E
a 0 0110101|0111|011 0x1ABB
a 1 0110111|0011|101 0x1B9D
b 0 0100011|1011|011 0x11DB
c 0 0100110|1011|001 0x1359
e 0 0101100|1010|110 0x1656
BX = 001 Event : 2
1 0 0010100|0100|011 0x0A23
1 1 0100000|0001|111 0x100F
2 0 0100110|0011|100 0x131C
2 1 0100111|0101|111 0x13AF
2 2 0101000|0010|110 0x1416
2 3 0101001|0000|110 0x1486
2 4 0101110|0001|111 0x170F
2 5 0110000|0101|111 0x182F
3 0 0000010|0010|110 0x0116
4 0 0001100|0011|111 0x061F
6 0 0010011|0010|011 0x0993
9 0 1000100|0011|110 0x221E
9 1 1000101|0001|101 0x228D
9 2 1001000|0100|111 0x2427
a 0 1001011|0101|010 0x25AA
a 1 1001110|0110|111 0x2737
c 0 0110101|1000|100 0x1AC4
c 1 0111010|0000|111 0x1D07
c 2 0111011|1011|111 0x1DDF
d 0 0110111|0011|010 0x1B9A
d 1 0111000|1000|010 0x1C42
e 0 1000001|0010|110 0x2096
BX = 010 Event : 3
1 0 0011010|0100|100 0x0D24
1 1 0011110|0100|111 0x0F27
2 0 0011100|0101|000 0x0E28
2 1 0011111|0000|000 0x0F80
2 2 0100101|0101|011 0x12AB
2 3 0100110|0010|011 0x1313
2 4 0100111|0110|010 0x13B2
2 5 0101000|0110|001 0x1431
2 6 0101001|0101|001 0x14A9
2 7 0101100|0110|110 0x1636
2 8 0101110|0011|111 0x171F
3 0 0000011|0011|110 0x019E
4 0 0000111|0010|001 0x0391
4 1 0001100|0000|111 0x0607
9 0 0111001|0011|101 0x1C9D
a 0 0111111|0010|011 0x1F93
a 1 1000100|0011|101 0x221D
b 0 1000101|0101|001 0x22A9
c 0 0110001|0100|001 0x18A1
c 1 0110100|0011|111 0x1A1F
e 0 0110110|0010|110 0x1B16
BX = 011 Event : 4
1 0 0001010|0100|100 0x0524
1 1 0001110|0000|100 0x0704
2 0 0010011|0001|001 0x0989
2 1 0010100|0110|101 0x0A35
3 0 0000001|0010|011 0x0093
9 0 0100101|0010|111 0x1297
a 0 0101001|0011|110 0x149E
BX = 100 Event : 5
1 0 0001011|0000|011 0x0583
2 0 0010111|0000|100 0x0B84
2 1 0011001|0011|101 0x0C9D
4 0 0000101|1000|001 0x02C1
5 0 0000111|0001|010 0x038A
9 0 0101101|0000|101 0x1685
9 1 0101110|0100|100 0x1724
9 2 0101111|0001|101 0x178D
a 0 0110001|0110|110 0x18B6
b 0 0011111|1010|110 0x0FD6
b 1 0100000|1010|110 0x1056
b 2 0100001|0011|011 0x109B
c 0 0100110|0000|100 0x1304
c 1 0100111|1011|001 0x13D9
c 2 0101001|0011|111 0x149F
BX = 101 Event : 6
1 0 0011001|0101|100 0x0CAC
1 1 0011100|0000|110 0x0E06
1 2 0100000|0010|111 0x1017
1 3 0100001|0110|111 0x10B7
1 4 0100010|0110|110 0x1136
1 5 0100011|0100|110 0x11A6
2 0 0101000|0100|001 0x1421
2 1 0101001|0100|001 0x14A1
2 2 0110000|0110|111 0x1837
4 0 0000111|0010|101 0x0395
4 1 0001000|0011|001 0x0419
4 2 0001001|1011|001 0x04D9
4 3 0001111|0011|111 0x079F
5 0 0001110|1000|010 0x0742
5 1 0010100|1001|101 0x0A4D
5 2 0010101|0001|101 0x0A8D
5 3 0010110|0000|101 0x0B05
9 0 0111110|0000|100 0x1F04
9 1 1000001|0010|111 0x2097
a 0 1000101|0001|101 0x228D
a 1 1000110|0001|101 0x230D
a 2 1000111|0100|100 0x23A4
c 0 0110111|1001|001 0x1BC9
e 0 0111011|1000|110 0x1DC6
BX = 110 Event : 7
1 0 0010110|0101|110 0x0B2E
1 1 0010111|0110|110 0x0BB6
1 2 0011000|0000|110 0x0C06
1 3 0011010|0100|100 0x0D24
1 4 0011011|0101|100 0x0DAC
1 5 0011110|0001|110 0x0F0E
1 6 0011111|0101|101 0x0FAD
1 7 0100000|0100|101 0x1025
2 0 0100001|0100|001 0x10A1
2 1 0100010|0100|000 0x1120
2 2 0100101|0010|000 0x1290
2 3 0100110|0110|011 0x1333
2 4 0101001|0001|011 0x148B
2 5 0101010|0001|010 0x150A
4 0 0000101|0000|001 0x0281
4 1 0000110|0100|001 0x0321
5 0 0010001|1011|101 0x08DD
6 0 0010010|1000|001 0x0941
9 0 1000100|0100|111 0x2227
9 1 1000110|0010|110 0x2316
9 2 1000111|0110|110 0x23B6
9 3 1001010|0101|100 0x252C
a 0 1010001|0000|010 0x2882
a 1 1010010|0101|001 0x2929
b 0 0110011|0011|011 0x199B
c 0 0110111|0011|001 0x1B99
c 1 0111011|1010|111 0x1DD7
c 2 0111110|0011|111 0x1F1F
e 0 1000000|0011|000 0x2018
BX = 111 Event : 8
2 0 0011100|0000|111 0x0E07
