BX = 000 Event : 1
0 0 0011111|101|111 0x07EF
0 1 0100000|000|111 0x0807
1 0 0100001|101|000 0x0868
2 0 0100010|100|001 0x08A1
2 1 0100101|101|110 0x096E
2 2 0100111|001|111 0x09CF
2 3 0101000|100|111 0x0A27
3 0 0011000|100|111 0x0627
3 1 0101100|100|010 0x0B22
4 0 0000011|011|101 0x00DD
4 1 0011001|001|001 0x0649
4 2 0011010|101|010 0x06AA
4 3 0011011|001|011 0x06CB
4 4 0011100|000|011 0x0703
5 0 0001000|000|110 0x0206
5 1 0001001|010|110 0x0256
6 0 0001110|100|010 0x03A2
7 0 0010011|001|111 0x04CF
7 1 0010100|100|111 0x0527
BX = 001 Event : 2
0 0 0011011|000|011 0x06C3
0 1 0011101|100|110 0x0766
0 2 0011110|000|111 0x0787
1 0 0100001|001|011 0x084B
1 1 0100010|001|101 0x088D
1 2 0100100|101|110 0x092E
2 0 0101110|110|100 0x0BB4
3 0 0110011|000|001 0x0CC1
3 1 0111000|101|010 0x0E2A
3 2 0111001|100|011 0x0E63
4 0 0000010|101|101 0x00AD
4 1 0000101|101|101 0x016D
4 2 0000110|110|111 0x01B7
4 3 0010101|100|000 0x0560
4 4 0011000|100|010 0x0622
5 0 0001010|101|111 0x02AF
7 0 0001111|000|110 0x03C6
BX = 010 Event : 3
0 0 0010111|001|000 0x05C8
0 1 0011011|001|111 0x06CF
2 0 0011111|011|111 0x07DF
3 0 0001101|101|100 0x036C
3 1 0001110|000|101 0x0385
3 2 0001111|001|101 0x03CD
3 3 0010010|000|110 0x0486
3 4 0100000|110|000 0x0830
3 5 0100001|101|000 0x0868
3 6 0100111|010|011 0x09D3
4 0 0000001|010|111 0x0057
4 1 0010100|101|000 0x0528
5 0 0000010|100|011 0x00A3
6 0 0001001|001|111 0x024F
7 0 0001010|101|000 0x02A8
BX = 011 Event : 4
0 0 0011101|001|001 0x0749
0 1 0100001|100|110 0x0866
1 0 0100110|000|011 0x0983
2 0 0101111|100|111 0x0BE7
2 1 0110001|010|111 0x0C57
3 0 0010010|001|101 0x048D
3 1 0110100|100|001 0x0D21
4 0 0000000|000|110 0x0006
4 1 0010100|100|000 0x0520
4 2 0010101|010|000 0x0550
4 3 0010110|100|000 0x05A0
5 0 0000011|010|000 0x00D0
5 1 0000110|010|001 0x0191
5 2 0001000|010|101 0x0215
5 3 0001001|001|110 0x024E
5 4 0001010|000|111 0x0287
6 0 0001100|001|000 0x0308
7 0 0010000|101|000 0x0428
BX = 100 Event : 5
0 0 0101010|000|000 0x0A80
0 1 0101100|100|100 0x0B24
1 0 0101101|001|001 0x0B49
1 1 0101111|000|110 0x0BC6
1 2 0110000|101|111 0x0C2F
2 0 0110001|001|001 0x0C49
2 1 0110010|100|010 0x0CA2
2 2 0110100|000|011 0x0D03
2 3 0110101|000|011 0x0D43
2 4 0110110|000|011 0x0D83
2 5 0110111|101|011 0x0DEB
2 6 0111100|101|101 0x0F2D
2 7 0111111|110|101 0x0FF5
2 8 1000001|011|110 0x105E
3 0 0010001|101|101 0x046D
3 1 0010011|001|101 0x04CD
3 2 0010101|010|111 0x0557
3 3 1000011|110|001 0x10F1
3 4 1000110|101|010 0x11AA
3 5 1000111|000|010 0x11C2
3 6 1001000|001|010 0x120A
3 7 1001001|001|011 0x124B
4 0 0000000|011|100 0x001C
4 1 0011000|100|000 0x0620
4 2 0011111|001|001 0x07C9
4 3 0100101|100|011 0x0963
6 0 0001100|001|110 0x030E
7 0 0001111|000|111 0x03C7
BX = 101 Event : 6
1 0 0110010|101|000 0x0CA8
1 1 0110101|000|100 0x0D44
2 0 0110110|000|000 0x0D80
2 1 0110111|100|010 0x0DE2
2 2 0111010|110|010 0x0EB2
2 3 0111011|100|010 0x0EE2
2 4 0111101|100|011 0x0F63
2 5 0111111|000|111 0x0FC7
3 0 0100010|001|110 0x088E
3 1 0100011|101|111 0x08EF
3 2 0100100|010|111 0x0917
3 3 0100101|010|111 0x0957
3 4 0100111|000|111 0x09C7
3 5 1000010|000|001 0x1081
3 6 1000011|100|001 0x10E1
3 7 1000100|101|010 0x112A
3 8 1000110|011|011 0x119B
3 9 1001000|000|011 0x1203
4 0 0000001|001|100 0x004C
4 1 0000110|011|110 0x019E
4 2 0000111|000|110 0x01C6
4 3 0101010|101|001 0x0AA9
4 4 0101011|001|010 0x0ACA
5 0 0001111|101|001 0x03E9
5 1 0010010|001|100 0x048C
5 2 0010011|001|100 0x04CC
5 3 0010111|100|110 0x05E6
5 4 0011000|100|111 0x0627
6 0 0011001|101|001 0x0669
7 0 0011100|100|010 0x0722
7 1 0011110|001|100 0x078C
7 2 0100000|000|111 0x0807
BX = 110 Event : 7
0 0 0110100|000|000 0x0D00
0 1 0110101|100|000 0x0D60
0 2 0110110|100|010 0x0DA2
1 0 0111000|100|011 0x0E23
2 0 0111011|101|001 0x0EE9
3 0 0101001|100|101 0x0A65
4 0 0000010|011|101 0x009D
4 1 0000100|011|101 0x011D
4 2 0000101|001|101 0x014D
4 3 0101101|000|000 0x0B40
4 4 0101110|010|000 0x0B90
4 5 0101111|101|010 0x0BEA
4 6 0110010|000|011 0x0C83
5 0 0001001|001|000 0x0248
5 1 0010110|001|101 0x058D
5 2 0011001|110|110 0x0676
5 3 0011100|001|110 0x070E
6 0 0011111|000|010 0x07C2
6 1 0100001|100|100 0x0864
6 2 0100010|001|101 0x088D
BX = 111 Event : 8
0 0 0101111|100|000 0x0BE0
0 1 0110000|100|101 0x0C25
0 2 0110001|100|101 0x0C65
2 0 0111001|101|111 0x0E6F
2 1 0111010|000|111 0x0E87
3 0 0100010|101|100 0x08AC
3 1 0111110|101|010 0x0FAA
3 2 1000000|101|010 0x102A
4 0 0000001|101|100 0x006C
4 1 0000011|101|101 0x00ED
4 2 0000101|100|101 0x0165
4 3 0000110|100|101 0x01A5
4 4 0000111|110|101 0x01F5
4 5 0001001|101|110 0x026E
4 6 0101011|001|011 0x0ACB
4 7 0101100|100|011 0x0B23
5 0 0001101|011|001 0x0359
5 1 0010010|001|100 0x048C
6 0 0010011|100|000 0x04E0
6 1 0010110|001|110 0x058E
7 0 0011001|000|010 0x0642
7 1 0011100|100|110 0x0726
7 2 0011101|001|111 0x074F
BX = 000 Event : 9
