BX = 000 Event : 1
4 0 0000110|0000|110 0x0306
4 1 0000111|0001|111 0x038F
5 0 0000011|1101|010 0x01EA
6 0 0000101|1000|111 0x02C7
BX = 001 Event : 2
0 0 0100100|0001|100 0x120C
0 1 0100101|1010|110 0x12D6
0 2 0100110|0010|111 0x1317
0 3 0100111|1010|111 0x13D7
1 0 0101000|0001|000 0x1408
1 1 0101001|1011|001 0x14D9
1 2 0101010|1001|011 0x154B
1 3 0101011|0001|100 0x158C
1 4 0101100|1011|100 0x165C
1 5 0101101|0011|100 0x169C
2 0 0110000|0010|000 0x1810
2 1 1001100|0100|110 0x2626
3 0 1010010|1001|111 0x294F
4 0 0001110|0011|111 0x071F
4 1 0001111|0001|111 0x078F
4 2 0011111|0010|111 0x0F97
5 0 0010000|0100|000 0x0820
5 1 0010001|1011|000 0x08D8
6 0 0011110|1011|010 0x0F5A
BX = 010 Event : 3
1 0 0110010|0100|000 0x1920
3 0 0111101|0100|000 0x1EA0
4 0 0000001|0101|111 0x00AF
4 1 0011111|0010|110 0x0F96
5 0 0000010|0001|000 0x0108
5 1 0000100|0000|010 0x0202
5 2 0000111|0001|100 0x038C
5 3 0001000|0001|110 0x040E
6 0 0001001|0000|000 0x0480
6 1 0001011|0101|010 0x05AA
6 2 0001100|0001|010 0x060A
6 3 0001101|0011|100 0x069C
6 4 0010001|1000|101 0x08C5
6 5 0010010|1000|101 0x0945
6 6 0010101|1000|110 0x0AC6
6 7 0010110|0100|111 0x0B27
6 8 0010111|0000|111 0x0B87
7 0 0011010|0010|010 0x0D12
7 1 0011100|0010|011 0x0E13
7 2 0011110|0100|110 0x0F26
BX = 011 Event : 4
0 0 0010000|1001|110 0x084E
1 0 0010001|1000|011 0x08C3
1 1 0010010|0100|100 0x0924
1 2 0010011|0000|100 0x0984
1 3 0010100|0001|100 0x0A0C
1 4 0010101|0000|100 0x0A84
2 0 0010110|0000|000 0x0B00
2 1 0010111|1100|100 0x0BE4
2 2 0011000|0011|100 0x0C1C
2 3 0011001|0001|100 0x0C8C
2 4 0011010|0001|100 0x0D0C
4 0 0000000|0011|111 0x001F
7 0 0000001|0010|010 0x0092
7 1 0000010|0000|100 0x0104
BX = 100 Event : 5
1 0 0001100|1011|101 0x065D
BX = 101 Event : 6
2 0 0100111|0100|010 0x13A2
3 0 0100011|1001|110 0x11CE
3 1 0101010|1001|000 0x1548
3 2 0101111|1010|110 0x17D6
5 0 0000101|1011|010 0x02DA
5 1 0000111|1101|110 0x03EE
6 0 0001001|1001|011 0x04CB
6 1 0001100|0100|111 0x0627
6 2 0001101|0011|111 0x069F
6 3 0001110|0101|111 0x072F
7 0 0000010|0010|110 0x0116
7 1 0010000|1010|000 0x0850
7 2 0010001|1100|000 0x08E0
7 3 0010010|1101|000 0x0968
BX = 110 Event : 7
1 0 0001101|1100|100 0x06E4
1 1 0011100|0011|111 0x0E1F
1 2 0011101|1011|111 0x0EDF
3 0 0001110|0000|010 0x0702
4 0 0000100|0101|000 0x0228
6 0 0000010|1101|111 0x016F
BX = 111 Event : 8
4 0 0000000|0001|100 0x000C
4 1 0000001|1001|100 0x00CC
4 2 0000010|0010|100 0x0114
4 3 0000100|1001|110 0x024E
4 4 0000101|1001|111 0x02CF
5 0 0001001|0101|111 0x04AF
BX = 000 Event : 9
7 0 0000111|0001|001 0x0389
7 1 0001011|0001|011 0x058B
