BX = 000 Event : 1
0x00 0001011|0011011 0x059B
0x01 0001011|0011100 0x059C
0x02 0001100|0011011 0x061B
0x03 0001100|0011100 0x061C
0x04 0001110|0011011 0x071B
0x05 0001110|0011100 0x071C
BX = 001 Event : 2
0x00 0101000|0111111 0x143F
0x01 0101011|0111111 0x15BF
0x02 0110001|1001000 0x18C8
0x03 0110100|1001000 0x1A48
BX = 010 Event : 3
0x00 0100011|1000100 0x11C4
BX = 011 Event : 4
0x00 0000000|0001001 0x0009
BX = 100 Event : 5
0x00 0100110|0011011 0x131B
BX = 101 Event : 6
0x00 0000111|0100101 0x03A5
0x01 0011000|0111100 0x0C3C
0x02 0110101|1001111 0x1ACF
0x03 0110110|1010100 0x1B54
0x04 0110110|1010101 0x1B55
0x05 0111011|1010101 0x1DD5
BX = 110 Event : 7
0x00 0000111|0011010 0x039A
0x01 0001010|0011101 0x051D
0x02 0001010|0100001 0x0521
BX = 111 Event : 8
0x00 0001011|0010111 0x0597
0x01 0001011|0011001 0x0599
BX = 000 Event : 9
0x00 0011010|0011111 0x0D1F
0x01 0011010|0100000 0x0D20
0x02 0011011|0011111 0x0D9F
0x03 0011011|0100000 0x0DA0
BX = 001 Event : 10
0x00 0000010|0100000 0x0120
0x01 0000100|0100000 0x0220
BX = 010 Event : 11
BX = 011 Event : 12
BX = 100 Event : 13
0x00 0011101|0110010 0x0EB2
BX = 101 Event : 14
0x00 0000001|0011001 0x0099
0x01 0001111|0110001 0x07B1
0x02 0011011|1001000 0x0DC8
BX = 110 Event : 15
0x00 0001000|0010010 0x0412
0x01 0011011|0101110 0x0DAE
BX = 111 Event : 16
0x00 0000011|0010110 0x0196
BX = 000 Event : 17
0x00 0010000|0101000 0x0828
0x01 0010010|0101000 0x0928
BX = 001 Event : 18
0x00 0101011|0111001 0x15B9
BX = 010 Event : 19
0x00 0000100|0010011 0x0213
0x01 0000110|0010011 0x0313
0x02 0011001|0101100 0x0CAC
0x03 0100001|1001100 0x10CC
0x04 0100001|1010011 0x10D3
0x05 0100001|1010111 0x10D7
0x06 0100001|1011000 0x10D8
0x07 0101000|1010111 0x1457
0x08 0101000|1011000 0x1458
BX = 011 Event : 20
BX = 100 Event : 21
0x00 0010100|1010000 0x0A50
0x01 0100010|0111011 0x113B
0x02 0100011|0111011 0x11BB
BX = 101 Event : 22
BX = 110 Event : 23
0x00 0011100|0100011 0x0E23
0x01 0011100|0100100 0x0E24
0x02 0100000|0101110 0x102E
0x03 0100010|0101110 0x112E
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0001010|0100011 0x0523
0x01 0001010|0100100 0x0524
BX = 001 Event : 26
BX = 010 Event : 27
BX = 011 Event : 28
0x00 0000011|0011101 0x019D
0x01 0001100|0101000 0x0628
BX = 100 Event : 29
0x00 0000101|0111001 0x02B9
BX = 101 Event : 30
0x00 0100101|1010001 0x12D1
0x01 0100101|1010101 0x12D5
0x02 0101101|1011000 0x16D8
0x03 0101101|1011010 0x16DA
0x04 1000001|1000101 0x20C5
0x05 1000001|1000111 0x20C7
BX = 110 Event : 31
0x00 0001001|0011110 0x049E
0x01 0101011|0101110 0x15AE
0x02 0101011|0101111 0x15AF
0x03 0101101|0101111 0x16AF
BX = 111 Event : 32
0x00 0000101|0011101 0x029D
0x01 0010001|1101001 0x08E9
BX = 000 Event : 33
0x00 0001001|1000000 0x04C0
0x01 0001001|1000011 0x04C3
BX = 001 Event : 34
0x00 0110001|1000100 0x18C4
0x01 0110100|1000100 0x1A44
0x02 0111001|1000110 0x1CC6
BX = 010 Event : 35
0x00 0010001|1000011 0x08C3
BX = 011 Event : 36
BX = 100 Event : 37
0x00 0000001|0010111 0x0097
0x01 0000001|0011010 0x009A
BX = 101 Event : 38
BX = 110 Event : 39
0x00 0011000|0101111 0x0C2F
0x01 0011010|0110011 0x0D33
0x02 0101101|0100010 0x16A2
BX = 111 Event : 40
0x00 0000110|0010001 0x0311
0x01 0000111|0010001 0x0391
0x02 0001000|0010001 0x0411
0x03 0001101|0010111 0x0697
0x04 0100010|0101011 0x112B
BX = 000 Event : 41
