BX = 000 Event : 1
BX = 001 Event : 2
0x00 0001111|0011110 0x079E
0x01 0001111|0100011 0x07A3
0x02 0001111|0100101 0x07A5
0x03 0010100|0011110 0x0A1E
0x04 0010100|0100001 0x0A21
0x05 0010100|0100011 0x0A23
0x06 0010100|0100100 0x0A24
0x07 0010100|0100101 0x0A25
0x08 0010111|0100001 0x0BA1
BX = 010 Event : 3
0x00 0011000|0101000 0x0C28
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0010100|0011100 0x0A1C
BX = 101 Event : 6
BX = 110 Event : 7
0x00 0011100|0110010 0x0E32
0x01 0101000|0110010 0x1432
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0101100|0101111 0x162F
BX = 001 Event : 10
0x00 0001010|0011011 0x051B
0x01 0001010|0011101 0x051D
BX = 010 Event : 11
0x00 0110000|0101010 0x182A
BX = 011 Event : 12
0x00 0001110|0011011 0x071B
0x01 0101011|0110111 0x15B7
0x02 0110010|0111111 0x193F
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0011001|0100101 0x0CA5
0x01 0101000|0111110 0x143E
0x02 0101000|1000010 0x1442
0x03 0110000|0111110 0x183E
0x04 0110000|1000010 0x1842
BX = 110 Event : 15
0x00 0101011|0111001 0x15B9
BX = 111 Event : 16
BX = 000 Event : 17
0x00 0100100|1001011 0x124B
0x01 0100111|1001011 0x13CB
0x02 0101001|1010001 0x14D1
BX = 001 Event : 18
0x00 0001110|0011000 0x0718
0x01 0010000|0011001 0x0819
0x02 0010000|0100001 0x0821
0x03 0011000|0100100 0x0C24
BX = 010 Event : 19
0x00 0010011|0011001 0x0999
BX = 011 Event : 20
0x00 0011111|0101010 0x0FAA
BX = 100 Event : 21
0x00 0110100|1000000 0x1A40
0x01 0111001|1000000 0x1CC0
0x02 1000001|1000000 0x20C0
BX = 101 Event : 22
BX = 110 Event : 23
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0001011|0001111 0x058F
0x01 0100011|0101000 0x11A8
0x02 0100100|0100101 0x1225
0x03 0100100|0100110 0x1226
0x04 0100100|0101100 0x122C
BX = 001 Event : 26
0x00 0001011|0010101 0x0595
0x01 0001011|0010111 0x0597
0x02 0001011|0011010 0x059A
BX = 010 Event : 27
0x00 0000110|0011001 0x0319
BX = 011 Event : 28
0x00 0011100|0101101 0x0E2D
0x01 0101010|0101101 0x152D
0x02 0101011|0101101 0x15AD
0x03 0101110|0111000 0x1738
0x04 0101110|0111001 0x1739
0x05 0110010|0111000 0x1938
0x06 0110010|0111001 0x1939
BX = 100 Event : 29
BX = 101 Event : 30
0x00 0001111|0011101 0x079D
0x01 0111001|1000111 0x1CC7
0x02 0111010|1000111 0x1D47
BX = 110 Event : 31
0x00 0001000|0010010 0x0412
0x01 0101011|0111110 0x15BE
0x02 0101101|0111110 0x16BE
0x03 0101111|0111110 0x17BE
BX = 111 Event : 32
0x00 0010100|0011101 0x0A1D
0x01 0010100|0011110 0x0A1E
0x02 0010100|0011111 0x0A1F
0x03 0010110|0010001 0x0B11
0x04 0010110|0010101 0x0B15
0x05 0011100|0011110 0x0E1E
0x06 0011110|0011101 0x0F1D
0x07 0011110|0011110 0x0F1E
