BX = 000 Event : 1
0x00 1110001|0000000|10000011111000|010000010111|1111100011|0010100110  0xE2020F8417F8CA6
0x01 1110001|0000010|10010101101111|110000001111|1110010011|1101111101  0xE20A56FC0FE4F7D
BX = 001 Event : 2
0x00 1110001|0000000|10010110000000|110000000010|1100010111|1110001010  0xE202580C02C5F8A
BX = 010 Event : 3
0x00 1110001|0000000|10000101100110|101110101010|1110110100|1101100100  0xE202166BAAED364
0x01 1110001|0000001|10000101011110|101110100110|1110111010|1101100101  0xE20615EBA6EEB65
0x02 1110001|0000010|10000110000100|101110100100|1110100001|1101100110  0xE20A184BA4E8766
0x03 1110001|0000011|10010001001100|101111101110|1011100101|1101011011  0xE20E44CBEEB975B
0x04 1110001|0000100|10010001001100|101111101011|1011100110|1101011100  0xE21244CBEBB9B5C
0x05 1110001|0000101|10010001001110|101111100101|1011100101|1101011110  0xE21644EBE5B975E
0x06 1110001|0000110|10000001010101|110000011110|0000000000|1101010100  0xE21A055C1E00354
0x07 1110001|0000111|10000001000111|110000011011|0000001001|1101010101  0xE21E047C1B02755
0x08 1110001|0001000|10000010000111|110000010010|1111100100|1101010111  0xE222087C12F9357
0x09 1110001|0001001|10010111001000|101110110010|1101111000|1101101010  0xE2265C8BB2DE36A
0x0a 1110001|0001010|10010011011101|010011111110|0001000101|0011011001  0xE22A4DD4FE114D9
BX = 011 Event : 4
BX = 100 Event : 5
0x00 1110001|0000000|10010111100010|101100100001|0010001110|1101000101  0xE2025E2B2123B45
0x01 1110001|0000001|10010101010011|010000101100|0100111011|0010100111  0xE20655342C4ECA7
BX = 101 Event : 6
BX = 110 Event : 7
0x00 1110001|0000000|10001010001000|010010000111|1101101100|0011001001  0xE202288487DB0C9
0x01 1110001|0000011|10000010111001|010011110100|0000010011|0010110101  0xE20E0B94F404CB5
0x02 1110001|0000100|10000010000001|010011001000|0000111001|0011000100  0xE2120814C80E4C4
0x03 1110001|0000101|10001110110001|010011101100|1101100101|0010111110  0xE2163B14ECD94BE
0x04 1110001|0000110|10000110000111|101001000011|0010001101|1101000010  0xE21A187A4323742
0x05 1110001|0000111|10001011110110|001101110101|0100001001|0010010001  0xE21E2F637542491
0x06 1110001|0001000|10001011111100|001101110110|0100001000|0010010001  0xE2222FC37642091
0x07 1110001|0001001|10001101111011|101100101010|0011001000|1101100101  0xE22637BB2A32365
0x08 1110001|0001010|10001101100000|101100110110|0011010000|1101100011  0xE22A360B3634363
0x09 1110001|0001011|10011010101100|110001110001|1111000010|1101010010  0xE22E6ACC71F0B52
BX = 111 Event : 8
