BX = 000 Event : 1
0x00 0000101|0000001|01110100101011|001110100111|1111101111|111011100  0x0502E959D3FDFDC
0x01 0000101|0001111|01110011001000|011000101111|1111111101|000111011  0x051EE64317FFA3B
0x02 0000101|0010000|01100111100010|010110011111|1111100101|000110111  0x0520CF12CFFCA37
0x03 0000101|0010001|01110101010001|010101110101|0000000011|000110100  0x0522EA8ABA80634
0x04 0000101|0010010|01110110000110|001111101011|1111111101|111011010  0x0524EC31F5FFBDA
0x05 0000101|0010011|01111111110000|010011011011|1111101000|111001010  0x0526FF826DFD1CA
0x06 0000101|0011010|01110000100000|010000101000|0000010010|111010010  0x0534E10214025D2
0x07 0000101|0011011|01101010010011|010101011111|0000100001|111000110  0x0536D49AAF843C6
0x08 0000101|0011100|01110101001110|010000001000|0000011001|111010101  0x0538EA7204033D5
BX = 001 Event : 2
0x00 0000101|0000101|01011010001110|010010010100|0000110101|111010011  0x050AB4724A06BD3
0x01 0000101|0001010|01100011110100|010011001101|0000101010|111001101  0x0514C7A266855CD
0x02 0000101|0001011|01001110110000|011000101111|0001001100|111000010  0x05169D8317899C2
BX = 010 Event : 3
BX = 011 Event : 4
0x00 0000101|0000001|01101011000011|010001010011|0000100110|111010001  0x0502D61A2984DD1
0x01 0000101|0000010|01101001101110|010001001101|0000101010|111010010  0x0504D37226855D2
0x02 0000101|0000011|01101011000110|010001010101|0000100110|111010001  0x0506D6322A84DD1
BX = 100 Event : 5
0x00 0000101|0001001|01101111001101|010000000111|0000010001|111011000  0x0512DE6A03823D8
0x01 0000101|0001101|01101110101001|010000000001|0000010011|111011000  0x051ADD4A00827D8
BX = 101 Event : 6
0x00 0000101|0001001|01010111001101|011011011000|0001001001|110110010  0x0512AE6B6C093B2
BX = 110 Event : 7
0x00 0000101|0001101|01101100100111|010011011101|1111100101|000101111  0x051AD93A6EFCA2F
0x01 0000101|0001110|01100111110101|010011101101|1111011101|000110000  0x051CCFAA76FBA30
0x02 0000101|0001111|01011101010000|010100010100|1111000001|000110011  0x051EBA828A78233
0x03 0000101|0010000|01011101000100|010100010100|1111000001|000110011  0x0520BA228A78233
0x04 0000101|0010001|01011100111111|010100011001|1111000000|000110100  0x0522B9FA8CF8034
0x05 0000101|0010010|01011100111010|010100010110|1111000000|000110011  0x0524B9D28B78033
0x06 0000101|0010011|01010010000000|010101010101|0001000110|111001010  0x0526A402AA88DCA
0x07 0000101|0010100|01010001111110|010101100101|0001000110|111001001  0x0528A3F2B288DC9
BX = 111 Event : 8
0x00 0000101|0000111|01001101001011|011000100011|0001000010|110111110  0x050E9A5B11885BE
0x01 0000101|0001000|01001101100100|011000011011|0001000001|110111111  0x05109B230D883BF
0x02 0000101|0001001|01001010011110|010110000000|0001001000|111001010  0x051294F2C0091CA
0x03 0000101|0001100|01110011000111|011101010101|1111111101|110101101  0x0518E63BAAFFBAD
0x04 0000101|0001101|01110011101000|011101001010|1111111100|110101110  0x051AE743A57F9AE
0x05 0000101|0001110|01011100010001|011010000011|0000101110|110111011  0x051CB88B4185DBB
0x06 0000101|0001111|01101101001000|011001001111|0000001010|110111111  0x051EDA4327815BF
0x07 0000101|0010001|01010010000001|011000100011|0001000100|111000001  0x0522A40B11889C1
BX = 000 Event : 9
0x00 0000101|0000011|01111100011100|001111010000|1111111001|000100110  0x0506F8E1E87F226
BX = 001 Event : 10
0x00 0000101|0001100|01101011111001|001111010100|1111010010|000100111  0x0518D7C9EA7A427
BX = 010 Event : 11
BX = 011 Event : 12
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0000101|0000110|01101000001100|011000101110|0000100111|111000001  0x050CD0631704FC1
BX = 110 Event : 15
0x00 0000101|0000101|01111011010001|010111101001|1111101011|111000101  0x050AF68AF4FD7C5
0x01 0000101|0011110|01111001101110|010110101100|0000001100|111000011  0x053CF372D6019C3
BX = 111 Event : 16
BX = 000 Event : 17
0x00 0000101|0000010|01111110001000|010010011010|0000001011|000110001  0x0504FC424D01631
0x01 0000101|0000011|01111111100000|010010010010|0000001110|000110001  0x0506FF024901C31
0x02 0000101|0000100|01110110001101|010001010100|1111111010|000101101  0x0508EC6A2A7F42D
BX = 001 Event : 18
0x00 0000101|0000011|01101000010110|010011101100|0000010001|111001001  0x0506D0B276023C9
0x01 0000101|0000110|01110010000000|010000110101|1111111100|111010110  0x050CE4021AFF9D6
BX = 010 Event : 19
0x00 0000101|0001101|01100001110011|011001101011|1111100100|001000001  0x051AC39B35FC841
0x01 0000101|0001110|01011100010000|010010100011|0000101001|111001110  0x051CB88251853CE
0x02 0000101|0010101|01111010101101|010000100101|1111101001|111010111  0x052AF56A12FD3D7
0x03 0000101|0100011|01101000011011|010110001111|0000101110|111000001  0x0546D0DAC785DC1
0x04 0000101|0100100|01101000010100|010110011001|0000101111|111000000  0x0548D0A2CC85FC0
BX = 011 Event : 20
0x00 0000101|0000001|01111010000110|010110111101|0000010101|000111011  0x0502F432DE82A3B
0x01 0000101|0000010|01111001101111|010110101111|0000010101|000111010  0x0504F37AD782A3A
0x02 0000101|0000111|01111011111011|001111100101|0000100101|000100110  0x050EF7D9F284A26
0x03 0000101|0001001|01100000111110|010100011110|1111011110|000110111  0x0512C1F28F7BC37
0x04 0000101|0001010|01011011000100|010100011001|1111001111|000110111  0x0514B6228CF9E37
0x05 0000101|0001011|01011000100010|010100010011|0000111000|111001011  0x0516B11289871CB
0x06 0000101|0001100|01101001101011|010011110101|0000001011|111001110  0x0518D35A7A817CE
0x07 0000101|0001101|01100010110100|010011001011|0000011101|111010001  0x051AC5A26583BD1
0x08 0000101|0010111|01110010010010|001110100000|0000011101|111011011  0x052EE491D003BDB
0x09 0000101|0011000|01110001111001|001110100000|0000011110|111011011  0x0530E3C9D003DDB
BX = 100 Event : 21
0x00 0000101|0000001|01100100001100|010011000001|1111100110|000110000  0x0502C86260FCC30
0x01 0000101|0000010|01100011001100|010001110111|1111100100|000101011  0x0504C6623BFC82B
BX = 101 Event : 22
0x00 0000101|0000100|01110001111010|001110011111|1111111111|000100100  0x0508E3D1CFFFE24
0x01 0000101|0000101|01101100100111|010110110010|0000001101|111000110  0x050AD93AD901BC6
0x02 0000101|0000110|01110010000111|010110001111|0000000000|111001000  0x050CE43AC7801C8
0x03 0000101|0001011|01001011001010|011001100010|0001010101|110111101  0x05169653310ABBD
0x04 0000101|0001100|01010011110001|010101100101|0001000111|111001010  0x0518A78AB288FCA
0x05 0000101|0001101|01001010111001|011001100001|0001010110|110111101  0x051A95CB308ADBD
0x06 0000101|0001110|01010100101110|010101011111|0001000100|111001011  0x051CA972AF889CB
0x07 0000101|0001111|01001100000001|011001100001|0001010011|110111101  0x051E980B308A7BD
0x08 0000101|0010011|01100100001101|011010010101|0000101101|110111101  0x0526C86B4A85BBD
BX = 110 Event : 23
0x00 0000101|0000011|01011000100011|010010110110|0000111100|111001101  0x0506B11A5B079CD
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0000101|0000010|01010111101011|010110000011|1110110010|000111101  0x0504AF5AC1F643D
0x01 0000101|0000011|01100010010001|010101000010|0000101110|111001010  0x0506C48AA105DCA
BX = 001 Event : 26
0x00 0000101|0000000|01111011001001|010010000110|0000011100|000101111  0x0500F64A430382F
BX = 010 Event : 27
BX = 011 Event : 28
0x00 0000101|0000010|01010100011000|011100000001|1111001100|001001011  0x0504A8C380F984B
0x01 0000101|0000011|01010100100111|011011111001|1111001101|001001010  0x0506A93B7CF9A4A
0x02 0000101|0000111|01100010011110|010001000100|1111000011|000101110  0x050EC4F2227862E
BX = 100 Event : 29
BX = 101 Event : 30
0x00 0000101|0000111|01001110010110|011000010111|1110101111|000111111  0x050E9CB30BF5E3F
BX = 110 Event : 31
0x00 0000101|0000100|01011110011110|010000101010|0000101011|111010011  0x0508BCF215057D3
0x01 0000101|0001000|01111000000011|010000010011|1111111101|111010111  0x0510F01A09FFBD7
