BX = 000 Event : 1
0x00 0110001|0000000|01101000101001000|00001000|1100010001|000000000  0x188068A40462200
0x01 0110001|0000001|01101010000101100|11011000|1111100110|111011101  0x18816A166C7CDDD
BX = 001 Event : 2
0x00 0110001|0000000|01001100110010000|11010100|1100011011|111010101  0x18804CC86A637D5
0x01 0110001|0000001|01100001100111000|00110011|1101101001|000011101  0x1881619C19ED21D
BX = 010 Event : 3
0x00 0110001|0000000|01110001010110000|00101110|1100000101|000101101  0x188071581760A2D
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0110001|0000000|01000011011001010|00000010|1111101111|111101111  0x18804365017DFEF
0x01 0110001|0000010|01000110110010110|00000010|0011110000|111110000  0x188246CB011E1F0
0x02 0110001|0000011|01011010100010110|00111000|1110100001|000111011  0x18835A8B1C7423B
0x03 0110001|0000100|01011011111111000|00111000|1101110110|000111011  0x18845BFC1C6EC3B
0x04 0110001|0000101|01010000111110100|00011100|0010000010|000101010  0x188550FA0E1042A
0x05 0110001|0000110|01101001000000000|00000011|0011100110|111110000  0x18866900019CDF0
BX = 101 Event : 6
0x00 0110001|0000000|01011010111100100|11101110|1111011100|000000000  0x18805AF2777B800
0x01 0110001|0000001|01011011011110010|11101110|1111010110|000000000  0x18815B79777AC00
0x02 0110001|0000010|01011101111010100|11101110|1110111001|000000000  0x18825DEA7777200
0x03 0110001|0000011|01100011000111110|00011110|0011100001|000001101  0x1883631F0F1C20D
0x04 0110001|0000100|01110001100110100|11010000|0000010101|111000111  0x1884719A6802BC7
0x05 0110001|0000101|01110010000011000|11001011|0000010000|111001110  0x1885720C65821CE
BX = 110 Event : 7
0x00 0110001|0000000|01111011011100110|00101110|1100011000|000011110  0x18807B73176301E
0x01 0110001|0000001|01111011011010110|00101000|1100011001|000100111  0x18817B6B1463227
BX = 111 Event : 8
0x00 0110001|0000000|01100011110010100|01000011|1111100100|000101110  0x188063CA21FC82E
0x01 0110001|0000001|01011010111101010|00100011|0011111010|000011101  0x18815AF5119F41D
0x02 0110001|0000010|01110100010011100|00111000|0010011010|000111011  0x1882744E1C1343B
0x03 0110001|0000011|01110000100100100|00111001|0100001000|000110111  0x188370921CA1037
0x04 0110001|0000100|01110111111010100|00111000|0001110000|000111011  0x188477EA1C0E03B
BX = 000 Event : 9
0x00 0110001|0000000|01110000110111100|00011101|0010111101|000010111  0x188070DE0E97A17
BX = 001 Event : 10
0x00 0110001|0000000|01101011010000010|11011011|1100011110|111100101  0x18806B416DE3DE5
0x01 0110001|0000001|01100100111101110|00010101|0010000111|000011011  0x188164F70A90E1B
0x02 0110001|0000010|01100100111111110|00011110|0010000110|000001101  0x188264FF0F10C0D
0x03 0110001|0000011|01111011100101100|11010011|1011111111|111100000  0x18837B9669DFFE0
0x04 0110001|0000100|01111011100011100|11011000|1100000000|111011000  0x18847B8E6C601D8
BX = 010 Event : 11
0x00 0110001|0000001|01100001011010000|00111011|1111010111|000110100  0x188161681DFAE34
BX = 011 Event : 12
BX = 100 Event : 13
0x00 0110001|0000000|01010000011101010|11101010|1011100010|111100011  0x18805075755C5E3
0x01 0110001|0000010|01101010110010100|01010000|0011000000|000110101  0x18826ACA2818035
BX = 101 Event : 14
0x00 0110001|0000000|01010110001001000|00111100|1101000111|000111100  0x188056241E68E3C
0x01 0110001|0000001|01010110101010100|00111100|1100110111|000111100  0x188156AA1E66E3C
BX = 110 Event : 15
BX = 111 Event : 16
0x00 0110001|0000000|01001000101100000|11001011|1111111100|111001110  0x188048B065FF9CE
0x01 0110001|0000001|01100011011110010|10110101|0100010101|110111011  0x188163795AA2BBB
0x02 0110001|0000010|01111111110010110|11000010|1100000011|111001000  0x18827FCB61607C8
BX = 000 Event : 17
0x00 0110001|0000000|01001100000100100|10110111|1101010010|111001010  0x18804C125BEA5CA
0x01 0110001|0000001|01001101100111110|10111111|1100111111|110111111  0x18814D9F5FE7FBF
0x02 0110001|0000010|01000110100101010|10111001|1111111010|111000010  0x188246955CFF5C2
0x03 0110001|0000011|01101000011111100|10111010|0011111110|110111100  0x1883687E5D1FDBC
BX = 001 Event : 18
0x00 0110001|0000000|01100000010000110|00011110|1101011001|000001101  0x188060430F6B20D
0x01 0110001|0000001|01011110001101010|00011010|1110001100|000011010  0x18815E350D7181A
0x02 0110001|0000010|01010001010100100|00010100|0001011110|000100011  0x188251520A0BC23
0x03 0110001|0000011|01001111000010000|00011010|0010100011|000001101  0x18834F080D1460D
BX = 010 Event : 19
0x00 0110001|0000000|01010011000101010|01000100|1110000101|001000111  0x188053152270A47
0x01 0110001|0000001|01010011011110110|01000100|1110000001|001000111  0x1881537B2270247
0x02 0110001|0000010|01001001111110100|01000100|0011100001|000110101  0x188249FA221C235
0x03 0110001|0000011|01101000000110110|11010001|1101010101|111100101  0x1883681B68EABE5
0x04 0110001|0000100|01101000000101000|11010010|1101010101|111100000  0x18846814696ABE0
BX = 011 Event : 20
0x00 0110001|0000000|01001100101101010|00011010|0001111100|000001011  0x18804CB50D0F80B
0x01 0110001|0000001|01001100111001110|00011010|0001110110|000001011  0x18814CE70D0EC0B
0x02 0110001|0000010|01001101000000110|00011010|0001110011|000001011  0x18824D030D0E60B
0x03 0110001|0000011|01001101110111010|00011010|0001011001|000001011  0x18834DDD0D0B20B
0x04 0110001|0000100|01001101111111000|00010111|0001010110|000010111  0x18844DFC0B8AC17
0x05 0110001|0000101|01001110000100000|00010111|0001010011|000010111  0x18854E100B8A617
0x06 0110001|0000110|01110110111111110|01001101|0000001000|000111001  0x188676FF2681039
0x07 0110001|0000111|01110111110001110|01001101|1111110001|000111001  0x188777C726FE239
0x08 0110001|0001000|01111001110000000|01001101|1110110101|000111001  0x188879C026F6A39
0x09 0110001|0001001|01111010000001100|01001101|1110101101|000111001  0x18897A0626F5A39
0x0a 0110001|0001010|01111010010111000|01001101|1110100011|000111001  0x188A7A5C26F4639
0x0b 0110001|0001011|01110001111101110|01001000|0100001000|000110111  0x188B71F72421037
BX = 100 Event : 21
0x00 0110001|0000000|01011010010110110|11001000|0001000011|110111110  0x18805A5B64087BE
0x01 0110001|0000001|01010001100000000|10111101|0100010001|111000010  0x188151805EA23C2
0x02 0110001|0000010|01110011000110000|00101001|1011110101|000011111  0x1882731814DEA1F
0x03 0110001|0000011|01011011001001110|00011110|0100000010|000001101  0x18835B270F2040D
0x04 0110001|0000100|01111000011011000|00010000|1101110101|000011101  0x1884786C086EA1D
0x05 0110001|0000101|01111011100001110|11001001|1100011110|111011110  0x18857B8764E3DDE
0x06 0110001|0000110|01111011100010010|11001101|1100011110|111011000  0x18867B8966E3DD8
BX = 101 Event : 22
BX = 110 Event : 23
0x00 0110001|0000000|01100011110011110|11111100|0100001100|111110011  0x188063CF7E219F3
BX = 111 Event : 24
0x00 0110001|0000000|01100101101100100|11001000|1111001100|110111110  0x188065B264799BE
0x01 0110001|0000001|01101111100001000|11101100|1111110011|111110000  0x18816F84767E7F0
0x02 0110001|0000010|01110010010010110|00111000|0011000010|000111010  0x1882724B1C1843A
BX = 000 Event : 25
BX = 001 Event : 26
0x00 0110001|0000000|01000001110011100|11110110|0010001110|111110100  0x188041CE7B11DF4
